cod_reg;nom_reg;cod_pro;nom_pro;cod_com;nom_com;cod_deprov;nom_deprov;prom_lect4b_com;prom_mate4b_com;dif_lect4b_com;dif_mate4b_com;sigdif_lect4b_com;sigdif_mate4b_com;fecha_bbdd;codigo_bbdd;grado;agno
4;Región de Coquimbo;41;Elqui;4105;Paihuano;41;Elqui;250;243;-11;6;0;0;20240418;final20240418v1;4b;2023
4;Región de Coquimbo;41;Elqui;4106;Vicuña;41;Elqui;257;245;1;8;0;1;20240418;final20240418v1;4b;2023
4;Región de Coquimbo;43;Limarí;4303;Monte Patria;42;Limari;262;256;6;16;0;1;20240418;final20240418v1;4b;2023
4;Región de Coquimbo;43;Limarí;4304;Punitaqui;42;Limari;265;249;11;5;1;0;20240418;final20240418v1;4b;2023
4;Región de Coquimbo;43;Limarí;4305;Río Hurtado;42;Limari;272;253;7;18;0;1;20240418;final20240418v1;4b;2023
4;Región de Coquimbo;42;Choapa;4201;Illapel;43;Choapa;266;239;1;-2;0;0;20240418;final20240418v1;4b;2023
4;Región de Coquimbo;42;Choapa;4202;Canela;43;Choapa;269;235;6;1;0;0;20240418;final20240418v1;4b;2023
4;Región de Coquimbo;42;Choapa;4203;Los Vilos;43;Choapa;260;243;9;13;1;1;20240418;final20240418v1;4b;2023
4;Región de Coquimbo;42;Choapa;4204;Salamanca;43;Choapa;258;243;-6;3;0;0;20240418;final20240418v1;4b;2023
4;Región de Coquimbo;43;Limarí;4301;Ovalle;42;Limari;270;258;1;10;0;1;20240418;final20240418v1;4b;2023
4;Región de Coquimbo;43;Limarí;4302;Combarbalá;42;Limari;260;241;-5;2;0;0;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;51;Valparaíso;5101;Valparaíso;53;Valparaiso - Isla de Pascua;262;249;4;5;0;0;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;51;Valparaíso;5102;Casablanca;53;Valparaiso - Isla de Pascua;264;247;0;-2;0;0;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;51;Valparaíso;5103;Concón;53;Valparaiso - Isla de Pascua;281;271;0;4;0;0;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;51;Valparaíso;5104;Juan Fernández;53;Valparaiso - Isla de Pascua;230;233;-18;5;0;0;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;51;Valparaíso;5105;Puchuncaví;53;Valparaiso - Isla de Pascua;259;242;13;11;1;1;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;51;Valparaíso;5107;Quintero;53;Valparaiso - Isla de Pascua;267;254;11;12;1;1;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;58;Marga Marga;5803;Olmué;51;Quillota - Petorca;262;244;14;9;1;1;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;58;Marga Marga;5804;Villa Alemana;53;Valparaiso - Isla de Pascua;270;259;4;8;0;1;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;57;San Felipe de Aconcagua;5703;Llaillay;52;San Felipe - Los Andes;264;246;3;13;0;1;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;57;San Felipe de Aconcagua;5704;Panquehue;52;San Felipe - Los Andes;268;254;-7;-11;0;-1;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;57;San Felipe de Aconcagua;5705;Putaendo;52;San Felipe - Los Andes;259;247;13;14;1;1;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;57;San Felipe de Aconcagua;5706;Santa María;52;San Felipe - Los Andes;272;253;8;13;0;1;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;58;Marga Marga;5801;Quilpué;53;Valparaiso - Isla de Pascua;268;252;8;7;1;1;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;58;Marga Marga;5802;Limache;51;Quillota - Petorca;268;254;10;9;1;1;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;56;San Antonio;5603;Cartagena;54;San Antonio;252;240;4;1;0;0;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;56;San Antonio;5604;El Quisco;54;San Antonio;261;248;4;5;0;0;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;56;San Antonio;5605;El Tabo;54;San Antonio;257;240;12;6;1;0;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;56;San Antonio;5606;Santo Domingo;54;San Antonio;273;257;9;7;0;0;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;57;San Felipe de Aconcagua;5701;San Felipe;52;San Felipe - Los Andes;267;250;1;1;0;0;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;57;San Felipe de Aconcagua;5702;Catemu;52;San Felipe - Los Andes;268;249;7;10;0;1;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;55;Quillota;5502;La Calera;51;Quillota - Petorca;267;254;3;9;0;1;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;55;Quillota;5503;Hijuelas;51;Quillota - Petorca;263;248;9;15;0;1;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;55;Quillota;5504;La Cruz;51;Quillota - Petorca;251;231;-4;0;0;0;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;55;Quillota;5506;Nogales;51;Quillota - Petorca;267;250;13;16;1;1;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;56;San Antonio;5601;San Antonio;54;San Antonio;266;250;4;6;0;0;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;56;San Antonio;5602;Algarrobo;54;San Antonio;260;243;-1;3;0;0;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;54;Petorca;5401;La Ligua;51;Quillota - Petorca;269;253;7;14;0;1;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;54;Petorca;5402;Cabildo;51;Quillota - Petorca;267;248;10;0;1;0;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;54;Petorca;5403;Papudo;51;Quillota - Petorca;258;241;-1;5;0;0;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;54;Petorca;5404;Petorca;51;Quillota - Petorca;267;254;7;12;0;1;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;54;Petorca;5405;Zapallar;51;Quillota - Petorca;278;271;11;19;1;1;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;55;Quillota;5501;Quillota;51;Quillota - Petorca;269;258;5;10;0;1;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;51;Valparaíso;5109;Viña del Mar;53;Valparaiso - Isla de Pascua;272;259;3;6;0;1;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;52;Isla de Pascua;5201;Isla de Pascua;53;Valparaiso - Isla de Pascua;260;254;4;13;0;1;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;53;Los Andes;5301;Los Andes;52;San Felipe - Los Andes;274;261;5;12;0;1;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;53;Los Andes;5302;Calle Larga;52;San Felipe - Los Andes;264;247;0;2;0;0;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;53;Los Andes;5303;Rinconada;52;San Felipe - Los Andes;267;247;5;8;0;0;20240418;final20240418v1;4b;2023
5;Región de Valparaíso;53;Los Andes;5304;San Esteban;52;San Felipe - Los Andes;274;260;15;17;1;1;20240418;final20240418v1;4b;2023
6;Región del Libertador Bernardo O'higgins;61;Cachapoal;6101;Rancagua;61;Cachapoal;276;260;5;5;0;0;20240418;final20240418v1;4b;2023
6;Región del Libertador Bernardo O'higgins;61;Cachapoal;6102;Codegua;61;Cachapoal;237;229;-13;-3;-1;0;20240418;final20240418v1;4b;2023
6;Región del Libertador Bernardo O'higgins;61;Cachapoal;6103;Coinco;61;Cachapoal;279;262;15;23;1;1;20240418;final20240418v1;4b;2023
