rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect4b_rbd;nalu_mate4b_rbd;prom_lect4b_rbd;prom_mate4b_rbd;dif_lect4b_rbd;dif_mate4b_rbd;difgru_lect4b_rbd;difgru_mate4b_rbd;sigdif_lect4b_rbd;sigdif_mate4b_rbd;siggru_lect4b_rbd;siggru_mate4b_rbd;marca_lect4b_rbd;marca_mate4b_rbd;marcadif_lect4b_rbd;marcadif_mate4b_rbd;palu_eda_ins_lect4b_rbd;palu_eda_ele_lect4b_rbd;palu_eda_ade_lect4b_rbd;palu_eda_ins_mate4b_rbd;palu_eda_ele_mate4b_rbd;palu_eda_ade_mate4b_rbd;noaplica;fecha_bbdd;codigo_bbdd;grado;agno
4737;6;COLEGIO BASICO VILLA ACERO;8;DEL BIOBÍO;81;CONCEPCIÓN;8112;HUALPÉN;83;Concepcion;2;1;3;1;49;52;269;247;14;14;-1;-9;1;1;0;-1;;;;;20.4;42.9;36.7;50.0;40.4;9.6;0;20240418;final20240418v1;4b;2023
8936;2;ESCUELA BASICA Y ESPECIAL MC-KAY;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13503;CURACAVÍ;135;Talagante;3;2;2;1;14;13;266;251;11;3;6;4;0;0;0;0;;;;;35.7;21.4;42.9;46.2;30.8;23.1;0;20240418;final20240418v1;4b;2023
1099;5;ESCUELA VIOLETA PARRA;4;DE COQUIMBO;42;CHOAPA;4202;CANELA;43;Choapa;2;1;1;2;3;3;263;251;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
11590;8;ESCUELA RURAL SAN PEDRO;10;DE LOS LAGOS;102;CHILOÉ;10205;DALCAHUE;102;Chiloe;1;1;2;2;1;1;;;;;;;;;;;1;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
2095;8;ESCUELA BASICA JUANITA FERNANDEZ S.;5;DE VALPARAÍSO;56;SAN ANTONIO;5606;SANTO DOMINGO;54;San Antonio;2;1;4;2;1;1;;;;;;;;;;;1;1;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
24657;3;COLEGIO CRISTIANO BETHEL II;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13105;EL BOSQUE;132;Sur;3;2;3;1;29;29;279;272;6;10;9;16;0;0;1;1;;;;;10.3;48.3;41.4;27.6;51.7;20.7;0;20240418;final20240418v1;4b;2023
4016;9;ESCUELA BASICA PASO EL ROBLE;16;DE ÑUBLE;161;DIGUILLÍN;16107;QUILLÓN;161;Diguillín;2;1;1;2;1;1;;;;;;;;;;;1;1;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
5083;0;COLEGIO ARAUCO;8;DEL BIOBÍO;82;ARAUCO;8202;ARAUCO;84;Arauco;4;3;5;1;28;28;319;322;-11;-1;17;30;0;0;1;1;;;;;0.0;21.4;78.6;0.0;21.4;78.6;0;20240418;final20240418v1;4b;2023
767;6;COLEGIO PARTICULAR GABRIELA MISTRAL;4;DE COQUIMBO;43;LIMARÍ;4301;OVALLE;42;Limari;3;2;3;1;30;32;252;234;-7;-11;-18;-22;0;0;-1;-1;;;;;50.0;20.0;30.0;56.3;40.6;3.1;0;20240418;final20240418v1;4b;2023
8000;4;INSTITUTO ALEMAN DE FRUTILLAR;10;DE LOS LAGOS;101;LLANQUIHUE;10105;FRUTILLAR;101;Llanquihue;4;3;5;1;22;23;320;287;37;4;18;-5;1;0;1;0;;;;;0.0;27.3;72.7;8.7;56.5;34.8;0;20240418;final20240418v1;4b;2023
1703;5;ESCUELA PRESIDENTE JOSE MANUEL BALMACEDA;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;1;1;3;1;26;26;294;284;6;21;24;28;0;1;1;1;;;;;7.7;38.5;53.8;19.2;30.8;50.0;0;20240418;final20240418v1;4b;2023
17687;7;COLEGIO TERESIANO LOS ANGELES;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;3;2;4;1;75;75;301;279;6;2;19;11;0;0;1;1;;;;;10.7;28.0;61.3;20.0;48.0;32.0;0;20240418;final20240418v1;4b;2023
277;1;ESCUELA BASICA SAN BARTOLOME;2;DE ANTOFAGASTA;22;EL LOA;2203;SAN PEDRO DE ATACAMA;22;El Loa;2;1;3;2;4;4;297;284;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
3609;9;LICEO PELLUHUE;7;DEL MAULE;72;CAUQUENES;7203;PELLUHUE;74;Cauquenes;2;1;2;1;50;50;271;255;12;1;11;8;0;0;1;1;;;;;26.0;36.0;38.0;38.0;52.0;10.0;0;20240418;final20240418v1;4b;2023
4691;4;COLEGIO CHILENO ARABE;8;DEL BIOBÍO;81;CONCEPCIÓN;8103;CHIGUAYANTE;83;Concepcion;3;2;5;1;46;44;314;299;24;27;12;7;1;1;1;1;;;;;6.5;13.0;80.4;2.3;50.0;47.7;0;20240418;final20240418v1;4b;2023
5035;0;ESCUELA ARMANDO ARANCIBIA OLIVOS;8;DEL BIOBÍO;82;ARAUCO;8201;LEBU;84;Arauco;2;1;1;2;7;7;222;217;-58;-20;-29;-20;-1;0;-1;-1;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
621;1;ESCUELA BASICA MARIO MUNOZ SILVA;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;6;4;2;1;25;25;258;248;4;16;-2;1;0;1;0;0;;;;;44.0;20.0;36.0;44.0;36.0;20.0;0;20240418;final20240418v1;4b;2023
707;2;ESCUELA BASICA HELENE LANG;4;DE COQUIMBO;43;LIMARÍ;4301;OVALLE;42;Limari;2;1;3;1;56;57;262;244;2;-4;-8;-12;0;0;-1;-1;;;;;37.5;28.6;33.9;49.1;31.6;19.3;0;20240418;final20240418v1;4b;2023
7654;6;ESCUELA RURAL LENCA;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;2;1;2;2;16;17;240;223;9;-7;-20;-24;0;0;-1;-1;;;;;56.3;12.5;31.3;70.6;23.5;5.9;0;20240418;final20240418v1;4b;2023
1053;7;ESCUELA BASICA FORJADORES DE CHILE;4;DE COQUIMBO;42;CHOAPA;4203;LOS VILOS;43;Choapa;2;1;2;2;5;5;263;235;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
10794;8;ESCUELA SANTA ROSA ESMERALDA;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13501;MELIPILLA;135;Talagante;1;1;2;2;26;26;277;245;29;21;17;-2;1;1;1;0;;;;;26.9;26.9;46.2;46.2;42.3;11.5;0;20240418;final20240418v1;4b;2023
2381;7;ESCUELA JUAN VALDES ORTUZAR;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6112;PEUMO;61;Cachapoal;2;1;1;2;17;18;246;246;40;33;-5;9;1;1;0;0;;;;;52.9;11.8;35.3;44.4;33.3;22.2;0;20240418;final20240418v1;4b;2023
3217;4;ESCUELA JUAN JESUS GONZALEZ AVENDAÑO;7;DEL MAULE;71;TALCA;7103;CUREPTO;72;Talca;2;1;2;2;1;1;;;;;;;;;;;1;1;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
715;3;ESCUELA BASICA BERNARDO O¦HIGGINS RIQUELME;4;DE COQUIMBO;43;LIMARÍ;4301;OVALLE;42;Limari;2;1;2;1;16;16;258;262;-1;27;-2;15;0;1;0;1;;;;;50.0;12.5;37.5;31.3;37.5;31.3;0;20240418;final20240418v1;4b;2023
8873;0;COLEGIO VILLA MARIA ACADEMY;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;102;105;310;305;1;0;8;13;0;0;1;1;;;;;7.8;19.6;72.5;5.7;29.5;64.8;0;20240418;final20240418v1;4b;2023
9128;6;ESCUELA DE ED.DIFERENCIAL HELLEN KELLER;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;1;1;;1;0;0;;;;;;;;;;;;;;;;;;;;;1;20240418;final20240418v1;4b;2023
12022;7;ESCUELA BASICA CHACAYAL SUR;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;2;1;1;2;18;19;242;225;-4;1;-9;-12;0;0;0;0;;;;;55.6;16.7;27.8;68.4;21.1;10.5;0;20240418;final20240418v1;4b;2023
1989;5;INTERNADO ALEMAN;5;DE VALPARAÍSO;58;MARGA MARGA;5804;VILLA ALEMANA;53;Valparaiso - Isla de Pascua;4;3;5;1;44;45;257;253;-28;-3;-45;-39;-1;0;-1;-1;;;;;36.4;27.3;36.4;44.4;42.2;13.3;0;20240418;final20240418v1;4b;2023
3323;5;ESCUELA LUIS AMBROSIO CONCHA;7;DEL MAULE;74;LINARES;7408;YERBAS BUENAS;73;Linares;2;1;2;2;19;19;291;270;10;-15;31;23;0;0;1;1;;;;;15.8;21.1;63.2;31.6;42.1;26.3;0;20240418;final20240418v1;4b;2023
4989;1;ESCUELA VICTOR DOMINGO SILVA;8;DEL BIOBÍO;81;CONCEPCIÓN;8102;CORONEL;83;Concepcion;2;1;2;1;20;19;244;235;-21;-7;-16;-12;-1;0;-1;-1;;;;;50.0;30.0;20.0;57.9;31.6;10.5;0;20240418;final20240418v1;4b;2023
6317;7;ESCUELA EL CASTILLO;9;DE LA ARAUCANÍA;91;CAUTÍN;9120;VILLARRICA;93;Cautin Sur;2;1;1;2;1;1;;;;;;;;;;;1;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
661;0;ESCUELA LUIS AMENABAR OSSA;4;DE COQUIMBO;41;ELQUI;4103;ANDACOLLO;41;Elqui;6;4;1;2;2;2;227;190;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
9520;6;PRINCESS MARGARET COLLEGE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13130;SAN MIGUEL;131;Centro;3;2;3;1;10;11;276;244;35;31;6;-12;1;1;0;-1;;;;;20.0;40.0;40.0;45.5;54.5;0.0;0;20240418;final20240418v1;4b;2023
10748;4;ESCUELA EMILIA LASCAR;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13605;PEÑAFLOR;135;Talagante;2;1;3;1;113;112;265;245;-5;-4;-5;-11;0;0;-1;-1;;;;;27.4;38.9;33.6;47.3;37.5;15.2;0;20240418;final20240418v1;4b;2023
11830;3;ESCUELA BASICA  1287 SAN MARCOS APOSTOL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;3;1;63;62;265;257;8;17;-5;1;0;1;0;0;;;;;30.2;33.3;36.5;30.6;53.2;16.1;0;20240418;final20240418v1;4b;2023
12076;6;ESCUELA PARTICULAR SAN GUILLERMO;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;1;1;57;58;230;231;-19;0;-21;-6;-1;0;-1;-1;;;;;61.4;21.1;17.5;58.6;31.0;10.3;0;20240418;final20240418v1;4b;2023
22155;4;COLEGIO CARPE DIEM;10;DE LOS LAGOS;102;CHILOÉ;10201;CASTRO;102;Chiloe;3;2;5;1;22;28;289;276;-10;-1;-13;-16;0;0;-1;-1;;;;;18.2;27.3;54.5;21.4;35.7;42.9;0;20240418;final20240418v1;4b;2023
3515;7;ESCUELA RAMON CARNICER;7;DEL MAULE;74;LINARES;7406;SAN JAVIER;73;Linares;2;1;1;2;3;3;254;237;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
4843;7;ESCUELA BÁSICA LISA ENRIQUETA PETER TEUBNER;8;DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;83;Concepcion;2;1;2;1;29;29;300;246;37;-11;40;-1;1;0;1;0;;;;;13.8;20.7;65.5;51.7;41.4;6.9;0;20240418;final20240418v1;4b;2023
15812;7;COLEGIO BASICO VIOLETA PARRA SANDOVAL;6;DEL LIBERTADOR BERNARDO OHIGGINS;63;COLCHAGUA;6307;PERALILLO;62;Colchagua;2;1;2;1;57;59;252;240;23;20;-8;-7;1;1;-1;-1;;;;;45.6;31.6;22.8;52.5;32.2;15.3;0;20240418;final20240418v1;4b;2023
20435;8;COLEGIO CALASANZ KURAREWE;9;DE LA ARAUCANÍA;91;CAUTÍN;9104;CURARREHUE;93;Cautin Sur;3;2;2;1;13;13;267;249;7;-5;7;2;0;0;0;0;;;;;30.8;23.1;46.2;46.2;53.8;0.0;0;20240418;final20240418v1;4b;2023
25845;8;ESCUELA PART. SAN MARCELO N_ 3;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13112;LA PINTANA;136;Cordillera;3;2;1;1;23;23;298;270;80;55;47;33;1;1;1;1;;;;;17.4;8.7;73.9;26.1;47.8;26.1;0;20240418;final20240418v1;4b;2023
3025;2;ESCUELA PANGUE ARRIBA;7;DEL MAULE;71;TALCA;7110;SAN RAFAEL;72;Talca;2;1;2;2;18;18;275;269;27;51;15;22;1;1;1;1;;;;;27.8;16.7;55.6;33.3;27.8;38.9;0;20240418;final20240418v1;4b;2023
6271;5;ESCUELA BASICA CINCO;9;DE LA ARAUCANÍA;91;CAUTÍN;9107;GORBEA;93;Cautin Sur;2;1;2;1;16;16;247;236;-1;0;-13;-11;0;0;-1;-1;;;;;43.8;31.3;25.0;56.3;37.5;6.3;0;20240418;final20240418v1;4b;2023
8435;2;ESCUELA DIECIOCHO DE SEPTIEMBRE;12;DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;121;MAGALLANES;12101;PUNTA ARENAS;121;Magallanes;1;1;2;1;39;35;244;239;12;26;-16;-8;0;1;-1;-1;;;;;59.0;15.4;25.6;57.1;31.4;11.4;0;20240418;final20240418v1;4b;2023
10210;5;LICEO GENERAL ALEJANDRO GOROSTIAGA ORREGO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13128;RENCA;134;Poniente;1;1;2;1;34;34;224;217;18;16;-36;-30;1;1;-1;-1;;;;;67.6;23.5;8.8;76.5;14.7;8.8;0;20240418;final20240418v1;4b;2023
131;7;COLEGIO ESCASCE;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;3;2;3;1;31;30;258;240;5;19;-12;-16;0;1;-1;-1;;;;;38.7;19.4;41.9;56.7;33.3;10.0;0;20240418;final20240418v1;4b;2023
20289;4;ESCUELA NUEVOS COPIHUES;9;DE LA ARAUCANÍA;91;CAUTÍN;9121;CHOLCHOL;92;Cautin Norte;3;2;1;2;3;3;233;186;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
3048;1;ESCUELA PASO ANCHO;7;DEL MAULE;71;TALCA;7108;RÍO CLARO;72;Talca;2;1;1;2;5;4;286;253;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
3546;7;ESCUELA INDEPENDENCIA;7;DEL MAULE;72;CAUQUENES;7201;CAUQUENES;74;Cauquenes;2;1;2;1;46;44;262;244;-8;-1;2;-3;0;0;0;0;;;;;23.9;47.8;28.3;47.7;47.7;4.5;0;20240418;final20240418v1;4b;2023
8289;9;ESCUELA RURAL ARTISTICA ALUMNO MARCELO GUENTEO SOLIS;10;DE LOS LAGOS;102;CHILOÉ;10208;QUELLÓN;102;Chiloe;1;1;1;2;10;11;253;269;6;34;2;32;0;1;0;1;;;;;30.0;50.0;20.0;9.1;81.8;9.1;0;20240418;final20240418v1;4b;2023
8384;4;ESCUELA ALMIRANTE SIMPSON;11;DE AYSÉN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;112;AYSÉN;11201;AYSÉN;111;Coyhaique;2;1;2;1;12;13;264;262;32;22;4;15;1;1;0;1;;;;;33.3;25.0;41.7;46.2;7.7;46.2;0;20240418;final20240418v1;4b;2023
1245;9;ESCUELA EL CORAZON;5;DE VALPARAÍSO;53;LOS ANDES;5304;SAN ESTEBAN;52;San Felipe - Los Andes;2;1;2;1;20;22;264;240;25;5;4;-7;1;0;0;0;;;;;30.0;40.0;30.0;50.0;36.4;13.6;0;20240418;final20240418v1;4b;2023
13104;0;ESCUELA MANUEL ORELLA ECHANEZ;3;DE ATACAMA;31;COPIAPÓ;3102;CALDERA;31;Copiapo - Chanaral;6;4;2;1;14;14;254;240;;;;;;;;;2;2;1;1;28.6;57.1;14.3;50.0;42.9;7.1;0;20240418;final20240418v1;4b;2023
1743;4;COL.PARROQUIAL SANTA MARIA GORETTI;5;DE VALPARAÍSO;51;VALPARAÍSO;5103;CONCÓN;53;Valparaiso - Isla de Pascua;3;2;3;1;51;52;266;241;0;5;-4;-15;0;0;0;-1;;;;;29.4;33.3;37.3;59.6;19.2;21.2;0;20240418;final20240418v1;4b;2023
3569;6;ESCUELA JAVIERA CARRERA;7;DEL MAULE;72;CAUQUENES;7201;CAUQUENES;74;Cauquenes;2;1;1;2;2;4;266;237;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
7768;2;ESCUELA RURAL PASO EL BOLSON;10;DE LOS LAGOS;101;LLANQUIHUE;10103;COCHAMÓ;101;Llanquihue;2;1;4;2;1;1;;;;;;;;;;;1;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
8407;7;ESCUELA MARIA ANTONIETA PARRA MONSALVE;11;DE AYSÉN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;114;GENERAL CARRERA;11402;RÍO IBÁÑEZ;111;Coyhaique;2;1;3;2;1;1;;;;;;;;;;;1;1;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
8905;2;COLEGIO EL CARMEN TERESIANO I;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13132;VITACURA;133;Oriente;4;3;5;1;10;8;271;265;-24;-9;-31;-27;0;0;-1;-1;;;;;30.0;40.0;30.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
9901;5;ESCUELA PARTICULAR FRANZ LISZT;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;4;1;27;27;280;284;16;44;-2;16;1;1;0;1;;;;;18.5;37.0;44.4;11.1;55.6;33.3;0;20240418;final20240418v1;4b;2023
17824;1;COLEGIO CLARO DE LUNA COLLEGE;8;DEL BIOBÍO;81;CONCEPCIÓN;8110;TALCAHUANO;83;Concepcion;3;2;4;1;20;20;289;274;9;7;7;6;0;0;0;0;;;;;20.0;15.0;65.0;40.0;25.0;35.0;0;20240418;final20240418v1;4b;2023
20074;3;CAMBRIDGE COLLEGE PRIMAVERA;9;DE LA ARAUCANÍA;91;CAUTÍN;9119;VILCÚN;92;Cautin Norte;3;2;4;1;36;36;281;245;1;-2;-1;-23;0;0;0;-1;;;;;27.8;25.0;47.2;50.0;36.1;13.9;0;20240418;final20240418v1;4b;2023
22493;6;ESCUELA VICENTE PEREZ ROSALES;10;DE LOS LAGOS;101;LLANQUIHUE;10105;FRUTILLAR;101;Llanquihue;6;4;1;1;33;34;231;226;1;16;-20;-11;0;1;-1;-1;;;;;60.6;24.2;15.2;61.8;29.4;8.8;0;20240418;final20240418v1;4b;2023
24817;7;ESCUELA BASICA N°1517 MADRIGAL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13113;LA REINA;133;Oriente;4;3;5;1;23;24;330;322;-4;8;28;30;0;0;1;1;;;;;0.0;4.3;95.7;0.0;16.7;83.3;0;20240418;final20240418v1;4b;2023
25484;3;ESC PART. SIGLO XXI DE LAMPA;13;METROPOLITANA DE SANTIAGO;133;CHACABUCO;13302;LAMPA;137;Norte;3;2;2;1;30;31;286;262;28;15;26;15;1;1;1;1;;;;;13.3;16.7;70.0;41.9;29.0;29.0;0;20240418;final20240418v1;4b;2023
2762;6;ESCUELA EL PORVENIR;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;2;1;2;2;8;8;254;222;33;26;-6;-25;0;0;0;-1;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
4259;5;COLEGIO SAN NICOLÁS;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;3;2;2;1;25;27;279;274;21;33;19;27;1;1;1;1;;;;;24.0;32.0;44.0;29.6;37.0;33.3;0;20240418;final20240418v1;4b;2023
5181;0;ESCUELA PARTICULAR HUILLINCO ALTO;8;DEL BIOBÍO;82;ARAUCO;8204;CONTULMO;84;Arauco;3;2;2;2;16;16;269;241;12;12;9;-6;0;0;0;0;;;;;31.3;31.3;37.5;56.3;37.5;6.3;0;20240418;final20240418v1;4b;2023
9426;9;ESCUELA LLANO SUBERCASEAUX;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13130;SAN MIGUEL;131;Centro;1;1;4;1;77;79;286;265;-4;6;4;-3;0;0;0;0;;;;;18.2;29.9;51.9;24.1;54.4;21.5;0;20240418;final20240418v1;4b;2023
10187;7;COLEGIO BICENTENARIO MADRE ANA EUGENIA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13124;PUDAHUEL;134;Poniente;3;2;3;1;116;114;281;249;9;-7;11;-7;0;0;1;-1;;;;;17.2;34.5;48.3;45.6;40.4;14.0;0;20240418;final20240418v1;4b;2023
10900;2;COLEGIO LIRIMA;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;4;3;5;1;51;52;306;291;0;-9;4;-1;0;0;0;0;;;;;9.8;19.6;70.6;13.5;34.6;51.9;0;20240418;final20240418v1;4b;2023
16851;3;INSTITUTO BICENTENARIO JAVIERA CARRERA VERDUGO;5;DE VALPARAÍSO;56;SAN ANTONIO;5601;SAN ANTONIO;54;San Antonio;2;1;3;1;28;27;271;263;-17;-11;1;7;-1;0;0;1;;;;;28.6;39.3;32.1;25.9;63.0;11.1;0;20240418;final20240418v1;4b;2023
2527;5;ESCUELA BÁSICA PUQUILLAY;6;DEL LIBERTADOR BERNARDO OHIGGINS;63;COLCHAGUA;6305;NANCAGUA;62;Colchagua;6;4;1;2;7;7;261;274;17;27;10;37;0;1;0;1;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
25507;6;ESC. BASICA PARTICULAR SAN PABLO;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;4;1;29;30;294;280;15;9;12;12;1;0;1;1;;;;;17.2;20.7;62.1;16.7;36.7;46.7;0;20240418;final20240418v1;4b;2023
2785;5;C.EDUC.MONS.MANUEL LARRAIN ERRAZURIZ.;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;3;2;4;1;65;66;295;299;-3;0;13;31;0;0;1;1;;;;;13.8;21.5;64.6;9.1;34.8;56.1;0;20240418;final20240418v1;4b;2023
5490;9;ESC. BASICA COMUDE;9;DE LA ARAUCANÍA;92;MALLECO;9207;LUMACO;91;Malleco;2;1;1;2;3;3;242;272;;;;;;;;;;;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
5773;8;ESCUELA PARTICULAR LUIS CRUZ MARTINEZ;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;1;2;3;4;219;217;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
10877;4;ESCUELA EL ASIENTO;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13502;ALHUÉ;135;Talagante;2;1;3;2;9;9;234;241;3;34;-36;-15;0;1;-1;-1;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
2719;7;ESCUELA LUIS ARTEMON PEREZ A.;6;DEL LIBERTADOR BERNARDO OHIGGINS;62;CARDENAL CARO;6206;PAREDONES;63;Cardenal Caro;2;1;1;2;1;1;;;;;;;;;;;1;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
31266;5;INSTITUTO PROFESOR HECTOR DUARTE;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13602;EL MONTE;135;Talagante;3;2;3;1;34;34;257;251;-18;-4;-13;-5;-1;0;-1;0;;;;;47.1;23.5;29.4;44.1;41.2;14.7;0;20240418;final20240418v1;4b;2023
5541;7;ESC. BASICA ELENA MULLER M.;9;DE LA ARAUCANÍA;92;MALLECO;9206;LOS SAUCES;91;Malleco;2;1;1;2;3;3;247;223;;;;;;;;;;;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
5796;7;ESCUELA PARTICULAR DOCTOR MUHAJIR;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;1;2;5;5;239;230;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
798;6;ESCUELA EL PALQUI;4;DE COQUIMBO;43;LIMARÍ;4303;MONTE PATRIA;42;Limari;2;1;2;1;86;87;276;277;21;38;16;30;1;1;1;1;;;;;18.6;37.2;44.2;21.8;44.8;33.3;0;20240418;final20240418v1;4b;2023
10018;8;ESCUELA PARTICULAR JOSE JOAQUIN PEREZ;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13126;QUINTA NORMAL;134;Poniente;3;2;3;1;27;28;270;260;-30;2;0;4;-1;0;0;0;;;;;33.3;25.9;40.7;42.9;21.4;35.7;0;20240418;final20240418v1;4b;2023
10516;3;LICEO MUNIC. TEC. PROF. EL LLANO;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13202;PIRQUE;136;Cordillera;1;1;2;1;45;42;245;235;-12;8;-15;-12;0;0;-1;-1;;;;;48.9;28.9;22.2;57.1;33.3;9.5;0;20240418;final20240418v1;4b;2023
12182;7;ESCUELA PARTICULAR N.303 LUIS CRUZ MARTINEZ;10;DE LOS LAGOS;103;OSORNO;10301;OSORNO;103;Osorno;3;2;1;1;3;3;231;195;;;;;;;;;;;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0;20240418;final20240418v1;4b;2023
12649;7;LICEO SUPERIOR DIEGO PORTALES;1;DE TARAPACÁ;11;IQUIQUE;1107;ALTO HOSPICIO;11;Iquique;3;2;3;1;80;80;257;248;4;-8;-13;-8;0;0;-1;-1;;;;;41.3;25.0;33.8;51.3;33.8;15.0;0;20240418;final20240418v1;4b;2023
16467;4;LICEO PABLO NERUDA DE TALCA;7;DEL MAULE;71;TALCA;7101;TALCA;72;Talca;3;2;3;1;50;50;256;248;-6;7;-14;-8;0;0;-1;-1;;;;;38.0;24.0;38.0;46.0;32.0;22.0;0;20240418;final20240418v1;4b;2023
18016;5;ESCUELA BASICA PUEBLO SECO;16;DE ÑUBLE;161;DIGUILLÍN;16108;SAN IGNACIO;161;Diguillín;2;1;2;1;29;27;271;263;30;42;11;16;1;1;1;1;;;;;37.9;20.7;41.4;29.6;51.9;18.5;0;20240418;final20240418v1;4b;2023
