agno|grado|rbd|dvrbd|nom_rbd|cod_reg_rbd|nom_reg_rbd|cod_pro_rbd|nom_pro_rbd|cod_com_rbd|nom_com_rbd|cod_deprov_rbd|nom_deprov_rbd|cod_depe1|cod_depe2|cod_grupo|cod_rural_rbd|nalu_lect4b_rbd|nalu_mate4b_rbd|prom_lect4b_rbd|prom_mate4b_rbd|dif_lect4b_rbd|dif_mate4b_rbd|difgru_lect4b_rbd|difgru_mate4b_rbd|sigdif_lect4b_rbd|sigdif_mate4b_rbd|siggru_lect4b_rbd|siggru_mate4b_rbd|marca_lect4b_rbd|marca_mate4b_rbd|marcadif_lect4b_rbd|marcadif_mate4b_rbd|palu_eda_ins_lect4b_rbd|palu_eda_ele_lect4b_rbd|palu_eda_ade_lect4b_rbd|palu_eda_ins_mate4b_rbd|palu_eda_ele_mate4b_rbd|palu_eda_ade_mate4b_rbd|noaplica|fecha_bbdd|codigo_bbdd
2022|4b|7423|3|ESCUELA RURAL ALEJANDRO VASQUEZ BALDEVELLANO|10|DE LOS LAGOS|103|OSORNO|10307|SAN PABLO|103|Osorno|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|||||||0|20231017|final20231017v2
2022|4b|5834|3|ESC. BASICA ALTO MECO|9|DE LA ARAUCANÍA|91|CAUTÍN|9108|LAUTARO|92|Cautin Norte|2|1|1|2|2|2|239|218|0|0|0|0|0|0|0|0|||1|1|||||||0|20231017|final20231017v2
2022|4b|4506|3|ESCUELA HÉROES DE CHILE|8|DEL BIOBÍO|83|BIOBÍO|8313|YUMBEL|82|Bio Bio|2|1|2|1|23|24|222|211|-14|1|-33|-27|0|0|-1|-1|||||69.6|26.1|4.3|79.2|20.8|0|0|20231017|final20231017v2
2022|4b|11407|3|ESCUELA BASICA LOS OLIVOS|16|DE ÑUBLE|162|ITATA|16206|RÁNQUIL|161|Diguillín|2|1|1|2|9|9|276|250|0|0|31|22|0|0|1|1|||1|1|||||||0|20231017|final20231017v2
2022|4b|14324|3|COLEGIO WILLIAM JAMES|5|DE VALPARAÍSO|51|VALPARAÍSO|5109|VIÑA DEL MAR|53|Valparaiso - Isla de Pascua|4|3|4|1|5|5|264|231|0|0|0|0|0|0|0|0|||1|1|||||||0|20231017|final20231017v2
2022|4b|2917|3|ESCUELA RAUCO|7|DEL MAULE|73|CURICÓ|7305|RAUCO|71|Curico|2|1|1|1|25|25|257|238|-2|-2|12|10|0|0|1|1|||||40|32|28|56|24|20|0|20231017|final20231017v2
2022|4b|24403|1|COLEGIO SIMON BOLIVAR|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13112|LA PINTANA|136|Cordillera|2|1|1|1|30|31|196|202|-34|-39|-49|-26|-1|-1|-1|-1|||||90|10|0|90.3|9.7|0|0|20231017|final20231017v2
2022|4b|8728|9|COLEGIO GEORGE WASHINGTON|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13108|INDEPENDENCIA|137|Norte|3|2|2|1|83|83|269|262|8|-1|14|24|0|0|1|1|||||26.5|37.3|36.1|33.7|41|25.3|0|20231017|final20231017v2
2022|4b|8513|8|ESC. BAS. REPUBLICA ORIENTAL DE URUGUAY|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13101|SANTIAGO|131|Centro|2|1|4|1|51|57|265|243|17|-7|-15|-20|1|0|-1|-1|||||39.2|23.5|37.3|49.1|36.8|14|0|20231017|final20231017v2
2022|4b|7185|4|ESCUELA PARTICULAR LOS AVELLANOS|14|DE LOS RÍOS|142|DEL RANCO|14201|LA UNIÓN|142|Ranco|3|2|1|2|4|3|226|193|0|0|0|0|0|0|0|0|||1|1|||||||0|20231017|final20231017v2
2022|4b|5857|2|ESC. BASICA MALPICHAHUE|9|DE LA ARAUCANÍA|91|CAUTÍN|9108|LAUTARO|92|Cautin Norte|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|||||||0|20231017|final20231017v2
2022|4b|20181|2|COLEGIO SAINT PATRICK SCHOOL|9|DE LA ARAUCANÍA|91|CAUTÍN|9101|TEMUCO|92|Cautin Norte|3|2|5|1|59|60|296|270|-15|-28|-4|-17|-1|-1|0|-1|||||15.3|25.4|59.3|25|46.7|28.3|0|20231017|final20231017v2
2022|4b|2894|0|ESCUELA AMELIA VIAL DE CONCHA|7|DEL MAULE|73|CURICÓ|7302|HUALAÑÉ|71|Curico|2|1|3|2|21|21|272|270|-30|-22|5|21|-1|-1|0|1|||||19|47.6|33.3|14.3|66.7|19|0|20231017|final20231017v2
2022|4b|31327|0|COLEGIO ALICANTE DEL VALLE|13|METROPOLITANA DE SANTIAGO|132|CORDILLERA|13201|PUENTE ALTO|136|Cordillera|3|2|4|1|182|184|294|279|-27|-23|14|16|-1|-1|1|1|||||13.2|25.3|61.5|19.6|45.1|35.3|0|20231017|final20231017v2
2022|4b|12781|7|AMAZING GRACE ENGLISH SCHOOL|4|DE COQUIMBO|41|ELQUI|4101|LA SERENA|41|Elqui|4|3|5|1|30|31|297|266|2|-18|-3|-21|0|-1|0|-1|||||13.3|23.3|63.3|35.5|32.3|32.3|0|20231017|final20231017v2
2022|4b|10125|7|ESCUELA SARGENTO CANDELARIA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13103|CERRO NAVIA|134|Poniente|6|4|2|1|20|21|233|224|-16|-13|-22|-14|0|0|-1|-1|||||60|25|15|66.7|28.6|4.8|0|20231017|final20231017v2
2022|4b|14539|4|ESCUELA SANTA INÉS|5|DE VALPARAÍSO|56|SAN ANTONIO|5601|SAN ANTONIO|54|San Antonio|3|2|3|1|9|7|231|196|-9|-15|-36|-53|0|0|-1|-1||2||3|||||||0|20231017|final20231017v2
2022|4b|1543|1|ESCUELA JORGE ALESSANDRI RODRIGUEZ|5|DE VALPARAÍSO|51|VALPARAÍSO|5101|VALPARAÍSO|53|Valparaiso - Isla de Pascua|6|4|1|1|13|14|276|255|0|7|31|27|0|0|1|1|||||30.8|23.1|46.2|28.6|57.1|14.3|0|20231017|final20231017v2
2022|4b|69|8|JUNIOR COLLEGE|15|DE ARICA Y PARINACOTA|151|ARICA|15101|ARICA|151|Arica|4|3|5|1|60|61|310|283|-16|-16|10|-4|-1|-1|1|0|||||6.7|15|78.3|16.4|42.6|41|0|20231017|final20231017v2
2022|4b|31373|4|COLEGIO SAINT JOSEPH SCHOOL|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13107|HUECHURABA|137|Norte|4|3|5|1|33|32|316|298|11|-5|16|11|0|0|1|1|||||9.1|12.1|78.8|12.5|21.9|65.6|0|20231017|final20231017v2
2022|4b|192|9|ESCUELA BASICA MAMINA|1|DE TARAPACÁ|14|TAMARUGAL|1401|POZO ALMONTE|14|Tamarugal|1|1|2|2|7|5|269|231|6|0|14|0|0|0|0|0||||1|||||||0|20231017|final20231017v2
2022|4b|13188|1|COLEGIO CERVANTINO|3|DE ATACAMA|31|COPIAPÓ|3101|COPIAPÓ|31|Copiapo - Chanaral|3|2|4|1|68|71|268|254|-21|-21|-12|-9|-1|-1|-1|-1|||||32.4|32.4|35.3|43.7|43.7|12.7|0|20231017|final20231017v2
2022|4b|24426|0|ESCUELA PARTICULAR PHILIPPE COUSTEAU|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13110|LA FLORIDA|136|Cordillera|3|2|3|1|27|30|253|241|-1|15|-14|-8|0|1|-1|-1|||||33.3|40.7|25.9|46.7|46.7|6.7|0|20231017|final20231017v2
2022|4b|11430|8|COLEGIO TERESIANO PADRE ENRIQUE|8|DEL BIOBÍO|83|BIOBÍO|8306|NACIMIENTO|82|Bio Bio|3|2|4|1|81|79|275|259|-18|-24|-5|-4|-1|-1|-1|0|||||27.2|28.4|44.4|40.5|34.2|25.3|0|20231017|final20231017v2
2022|4b|10102|8|ESCUELA ALBERT EINSTEIN|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13124|PUDAHUEL|134|Poniente|6|4|2|1|15|15|285|254|28|6|30|16|1|0|1|1|||||6.7|40|53.3|46.7|33.3|20|0|20231017|final20231017v2
2022|4b|1397|8|ESCUELA PARTICULAR INDUSTRIAL E. BERTELSEN T|5|DE VALPARAÍSO|55|QUILLOTA|5501|QUILLOTA|51|Quillota - Petorca|3|2|3|1|98|98|262|261|-14|-7|-5|12|-1|0|0|1|||||31.6|31.6|36.7|33.7|46.9|19.4|0|20231017|final20231017v2
2022|4b|24311|6|COLEGIO FRANCES|12|DE MAGALLANES Y DE LA ANT|121|MAGALLANES|12101|PUNTA ARENAS|121|Magallanes|3|2|3|1|22|24|263|252|-1|14|-4|3|0|0|0|0|||||36.4|31.8|31.8|41.7|41.7|16.7|0|20231017|final20231017v2
2022|4b|92|2|ESCUELA CHISLLUMA|15|DE ARICA Y PARINACOTA|152|PARINACOTA|15202|GENERAL LAGOS|152|Parinacota|6|4|4|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|||||||0|20231017|final20231017v2
2022|4b|11576|2|ESCUELA PARTICULAR N.290 LOS RADALES|10|DE LOS LAGOS|101|LLANQUIHUE|10105|FRUTILLAR|101|Llanquihue|3|2|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|||||||0|20231017|final20231017v2
2022|4b|25639|0|ESCUELA BASICA Y ESPECIAL N° 1905 JACARANDA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13128|RENCA|134|Poniente|3|2|3|1|41|38|234|235|-32|-16|-33|-14|-1|-1|-1|-1|||||53.7|31.7|14.6|63.2|28.9|7.9|0|20231017|final20231017v2
2022|4b|10171|0|ESCUELA PARTICULAR VILLA LOURDES|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13117|LO PRADO|134|Poniente|3|2|2|1|58|60|277|273|0|0|22|35|0|0|1|1|||3|3|22.4|34.5|43.1|28.3|35|36.7|0|20231017|final20231017v2
2022|4b|430|8|LICEO POLITÉCNICO BELÉN|3|DE ATACAMA|31|COPIAPÓ|3101|COPIAPÓ|31|Copiapo - Chanaral|3|2|3|1|64|66|265|226|2|-33|-2|-23|0|-1|0|-1|||||29.7|31.3|39.1|65.2|31.8|3|0|20231017|final20231017v2
2022|4b|4414|8|ESCUELA BASICA MUNILQUE IZAURIETA|8|DEL BIOBÍO|83|BIOBÍO|8305|MULCHÉN|82|Bio Bio|2|1|1|2|2|2|289|208|0|0|0|0|0|0|0|0|||1|1|||||||0|20231017|final20231017v2
2022|4b|4337|0|ESCUELA BASICA LA HOYADA|8|DEL BIOBÍO|83|BIOBÍO|8309|QUILLECO|82|Bio Bio|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|||||||0|20231017|final20231017v2
2022|4b|2748|0|ESCUELA REPUBLICA ARGENTINA|7|DEL MAULE|73|CURICÓ|7301|CURICÓ|71|Curico|2|1|1|1|17|18|243|228|7|15|-2|0|0|0|0|0|||||52.9|29.4|17.6|55.6|44.4|0|0|20231017|final20231017v2
2022|4b|3086|4|ESCUELA LOS MONTES|7|DEL MAULE|71|TALCA|7109|SAN CLEMENTE|72|Talca|2|1|2|2|11|11|276|266|37|29|21|28|1|1|1|1|||||18.2|45.5|36.4|27.3|45.5|27.3|0|20231017|final20231017v2
2022|4b|25562|9|ESC BASICA PART SAN JOSE DE LA FAMILIA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13112|LA PINTANA|136|Cordillera|3|2|2|1|98|103|273|255|0|-24|18|17|0|-1|1|1|||||26.5|22.4|51|37.9|48.5|13.6|0|20231017|final20231017v2
2022|4b|10271|7|ESCUELA ARAUCARIAS DE CHILE|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13104|CONCHALÍ|137|Norte|1|1|2|1|18|18|283|263|37|32|28|25|1|1|1|1|||||16.7|27.8|55.6|27.8|50|22.2|0|20231017|final20231017v2
2022|4b|5765|7|ESCUELA PARTICULAR KIMELTU DE PANCO|9|DE LA ARAUCANÍA|91|CAUTÍN|9101|TEMUCO|92|Cautin Norte|3|2|2|2|4|4|220|242|0|0|0|0|0|0|0|0|||1|1|||||||0|20231017|final20231017v2
2022|4b|4437|7|ESCUELA BASICA AURORA DE ENERO|8|DEL BIOBÍO|83|BIOBÍO|8305|MULCHÉN|82|Bio Bio|2|1|1|2|5|5|219|215|0|0|0|0|0|0|0|0|||1|1|||||||0|20231017|final20231017v2
2022|4b|1781|7|ALLIANCE FRANCAISE DE VALPARAISO|5|DE VALPARAÍSO|51|VALPARAÍSO|5109|VIÑA DEL MAR|53|Valparaiso - Isla de Pascua|4|3|5|1|71|70|287|277|5|9|-13|-10|0|0|-1|-1|||||16.9|29.6|53.5|17.1|48.6|34.3|0|20231017|final20231017v2
2022|4b|2771|5|ESCUELA PABLO NERUDA|7|DEL MAULE|73|CURICÓ|7301|CURICÓ|71|Curico|2|1|2|2|2|2|246|227|0|0|0|0|0|0|0|0|||1|1|||||||0|20231017|final20231017v2
2022|4b|2986|6|ESCUELA EL ORIENTE|7|DEL MAULE|71|TALCA|7101|TALCA|72|Talca|2|1|1|2|10|10|220|207|-13|-21|-25|-21|0|0|-1|-1|||||70|30|0|70|30|0|0|20231017|final20231017v2
2022|4b|1466|4|ESCUELA SUPERIOR MIXTA Nº 88|5|DE VALPARAÍSO|58|MARGA MARGA|5802|LIMACHE|51|Quillota - Petorca|2|1|2|1|43|43|255|250|2|17|0|12|0|1|0|1|||||37.2|32.6|30.2|41.9|34.9|23.3|0|20231017|final20231017v2
2022|4b|14201|8|LICEO MIXTO LOS ANDES|5|DE VALPARAÍSO|53|LOS ANDES|5301|LOS ANDES|52|San Felipe - Los Andes|3|2|3|1|74|73|266|230|-3|-22|-1|-19|0|-1|0|-1|||||31.1|32.4|36.5|61.6|32.9|5.5|0|20231017|final20231017v2
2022|4b|1635|7|COLEGIO AGUSTIN EDWARDS|5|DE VALPARAÍSO|51|VALPARAÍSO|5101|VALPARAÍSO|53|Valparaiso - Isla de Pascua|3|2|4|1|30|31|273|278|18|49|-7|15|1|1|0|1|||||36.7|20|43.3|22.6|41.9|35.5|0|20231017|final20231017v2
2022|4b|1712|4|ESCUELA VILLA MONTE|5|DE VALPARAÍSO|51|VALPARAÍSO|5109|VIÑA DEL MAR|53|Valparaiso - Isla de Pascua|1|1|1|1|19|19|249|236|-8|-33|4|8|0|-1|0|0|||||47.4|31.6|21.1|63.2|26.3|10.5|0|20231017|final20231017v2
2022|4b|161|9|LICEO DE HUARA|1|DE TARAPACÁ|14|TAMARUGAL|1404|HUARA|14|Tamarugal|2|1|2|2|17|17|238|222|-21|-16|-17|-16|-1|0|-1|-1|||||47.1|35.3|17.6|70.6|29.4|0|0|20231017|final20231017v2
2022|4b|284|4|LICEO DE HOMBRES DE ANTOFAGASTA MARIO BAHAMO|2|DE ANTOFAGASTA|21|ANTOFAGASTA|2101|ANTOFAGASTA|21|Antofagasta|1|1|2|1|57|62|244|222|0|-6|-11|-16|0|0|-1|-1|||||50.9|26.3|22.8|67.7|24.2|8.1|0|20231017|final20231017v2
2022|4b|25539|4|EJERCITO LIBERTADOR DE CERRILLOS|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13102|CERRILLOS|134|Poniente|2|1|1|1|32|31|232|221|-23|-18|-13|-7|-1|-1|-1|0|||||50|34.4|15.6|64.5|32.3|3.2|0|20231017|final20231017v2
2022|4b|407|3|ESCUELA JESÚS FERNÁNDEZ HIDALGO|3|DE ATACAMA|31|COPIAPÓ|3101|COPIAPÓ|31|Copiapo - Chanaral|6|4|2|1|25|18|253|227|9|1|-2|-11|0|0|0|-1|2|2|3|3|48|20|32|77.8|22.2|0|0|20231017|final20231017v2
2022|4b|11522|3|ESCUELAS BASICA RENICO GRANDE|9|DE LA ARAUCANÍA|92|MALLECO|9207|LUMACO|91|Malleco|2|1|1|2|4|5|205|212|0|0|0|0|0|0|0|0|||1|1|||||||0|20231017|final20231017v2
2022|4b|4268|4|ESCUELA PARTICULAR ADVENTISTA|8|DEL BIOBÍO|83|BIOBÍO|8301|LOS ÁNGELES|82|Bio Bio|3|2|3|1|34|38|271|246|-42|-37|4|-3|-1|-1|0|0|||||20.6|44.1|35.3|47.4|42.1|10.5|0|20231017|final20231017v2
2022|4b|1735|3|LICEO PARROQUIAL SAN ANTONIO|5|DE VALPARAÍSO|51|VALPARAÍSO|5109|VIÑA DEL MAR|53|Valparaiso - Isla de Pascua|3|2|4|1|120|125|285|267|-4|-10|5|4|0|-1|1|0|||||20.8|25.8|53.3|25.6|51.2|23.2|0|20231017|final20231017v2
2022|4b|3063|5|ESCUELA CORRALONES|7|DEL MAULE|71|TALCA|7109|SAN CLEMENTE|72|Talca|2|1|2|2|14|14|247|259|11|23|-8|21|0|1|0|1|||||35.7|50|14.3|35.7|42.9|21.4|0|20231017|final20231017v2
2022|4b|2940|8|LICEO CARLOS CONDELL|7|DEL MAULE|71|TALCA|7101|TALCA|72|Talca|2|1|2|1|13|14|234|234|19|22|-21|-4|0|0|-1|0|||||61.5|30.8|7.7|71.4|21.4|7.1|0|20231017|final20231017v2
2022|4b|2817|7|ESCUELA SAN CRISTOBAL|7|DEL MAULE|73|CURICÓ|7308|TENO|71|Curico|2|1|2|2|37|39|273|251|21|-9|18|13|1|0|1|1|||||27|27|45.9|43.6|35.9|20.5|0|20231017|final20231017v2
2022|4b|10156|7|ESCUELA JARDIN LO PRADO|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13117|LO PRADO|134|Poniente|3|2|2|1|28|29|263|235|-2|-9|8|-3|0|0|1|0|||||28.6|28.6|42.9|62.1|34.5|3.4|0|20231017|final20231017v2
2022|4b|25393|6|COLEGIO QUINTO CENTENARIO CORDILLERA|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13110|LA FLORIDA|136|Cordillera|3|2|4|1|27|29|270|261|6|10|-10|-2|0|0|-1|0|||||18.5|44.4|37|34.5|41.4|24.1|0|20231017|final20231017v2
2022|4b|8828|5|LICEO BICENTENARIO SIMON BOLIVAR|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13114|LAS CONDES|133|Oriente|1|1|4|1|77|77|294|316|12|12|14|53|1|1|1|1|||||10.4|27.3|62.3|1.3|23.4|75.3|0|20231017|final20231017v2
2022|4b|25654|4|COLEGIO EVEREST|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13115|LO BARNECHEA|133|Oriente|4|3|5|1|110|109|308|300|-5|-11|8|13|0|-1|1|1|||||10|20.9|69.1|5.5|33.9|60.6|0|20231017|final20231017v2
2022|4b|5496|8|ESCUELA PARTICULAR QUILLUCO|9|DE LA ARAUCANÍA|92|MALLECO|9207|LUMACO|91|Malleco|3|2|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|||||||0|20231017|final20231017v2
2022|4b|20235|5|GEORGE CHAYTOR ENGLISH COLLEGE|9|DE LA ARAUCANÍA|91|CAUTÍN|9101|TEMUCO|92|Cautin Norte|4|3|5|1|57|58|293|288|-3|3|-7|1|0|0|-1|0|||||15.8|29.8|54.4|12.1|44.8|43.1|0|20231017|final20231017v2
2022|4b|4168|8|ESCUELA GENERAL BERNARDO O HIGGINS|8|DEL BIOBÍO|83|BIOBÍO|8301|LOS ÁNGELES|82|Bio Bio|2|1|2|1|19|19|249|248|-22|-34|-6|10|-1|-1|0|1|||||57.9|21.1|21.1|57.9|26.3|15.8|0|20231017|final20231017v2
2022|4b|25808|3|ESC. BAS. PART. LAS NACIONES|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|134|Poniente|3|2|2|1|17|19|242|220|-9|-12|-13|-18|0|0|-1|-1|||||52.9|17.6|29.4|57.9|42.1|0|0|20231017|final20231017v2
2022|4b|1251|3|ESCUELA BASICA CRISTO REDENTOR|5|DE VALPARAÍSO|53|LOS ANDES|5302|CALLE LARGA|52|San Felipe - Los Andes|2|1|2|2|17|17|239|227|-28|-24|-16|-11|-1|-1|-1|-1|||||47.1|35.3|17.6|64.7|35.3|0|0|20231017|final20231017v2
2022|4b|14247|6|COLLEGE SAINT ANDRE|5|DE VALPARAÍSO|51|VALPARAÍSO|5101|VALPARAÍSO|53|Valparaiso - Isla de Pascua|4|3|4|1|7|9|291|251|31|15|11|-12|1|0|0|0|||||||||||0|20231017|final20231017v2
2022|4b|2840|1|ESCUELA SUPERIOR DE MOLINA|7|DEL MAULE|73|CURICÓ|7304|MOLINA|71|Curico|2|1|1|1|27|28|231|230|-9|7|-14|2|0|0|-1|0|||||59.3|7.4|33.3|64.3|28.6|7.1|0|20231017|final20231017v2
2022|4b|8390|9|ESCUELA HAMBURGO|11|DE AYSÉN DEL GENERAL CARL|112|AYSÉN|11202|CISNES|111|Coyhaique|2|1|2|2|8|8|293|248|38|-9|38|10|1|0|1|0|||||||||||0|20231017|final20231017v2
2022|4b|22499|5|INSTITUTO INGLES ANTUQUENU|10|DE LOS LAGOS|101|LLANQUIHUE|10101|PUERTO MONTT|101|Llanquihue|3|2|2|1|57|57|250|234|-25|-16|-5|-4|-1|-1|0|0|||||42.1|29.8|28.1|57.9|33.3|8.8|0|20231017|final20231017v2
2022|4b|7062|9|ESCUELA RURAL PULLINQUE|14|DE LOS RÍOS|141|VALDIVIA|14108|PANGUIPULLI|141|Valdivia|1|1|1|2|11|11|256|240|-15|22|11|12|0|0|0|1|||||36.4|45.5|18.2|54.5|45.5|0|0|20231017|final20231017v2
2022|4b|361|1|COL. THE ANTOFAGASTA BRITISH SCHOOL|2|DE ANTOFAGASTA|21|ANTOFAGASTA|2101|ANTOFAGASTA|21|Antofagasta|4|3|5|1|61|61|296|289|-12|-26|-4|2|0|-1|0|0|||||14.8|27.9|57.4|14.8|37.7|47.5|0|20231017|final20231017v2
2022|4b|5734|7|ESCUELA PARTICULAR BOTRONHUE|9|DE LA ARAUCANÍA|91|CAUTÍN|9101|TEMUCO|92|Cautin Norte|3|2|1|2|2|2|230|230|0|0|0|0|0|0|0|0|||1|1|||||||0|20231017|final20231017v2
2022|4b|4560|8|LICEO CHIGUAYANTE|8|DEL BIOBÍO|81|CONCEPCIÓN|8103|CHIGUAYANTE|83|Concepcion|6|4|2|1|9|9|245|213|0|0|-10|-25|0|0|0|-1|||3|3|||||||0|20231017|final20231017v2
2022|4b|4406|7|ESCUELA BASICA MULCHEN|8|DEL BIOBÍO|83|BIOBÍO|8305|MULCHÉN|82|Bio Bio|2|1|3|1|62|66|281|251|10|5|14|2|0|0|1|0|||||19.4|35.5|45.2|47|36.4|16.7|0|20231017|final20231017v2
2022|4b|26046|0|COLEGIO  MANQUECURA CIUDAD DE LOS VALLES|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13124|PUDAHUEL|134|Poniente|4|3|5|1|128|128|290|286|-3|-9|-10|-1|0|0|-1|0|||||13.3|32|54.7|11.7|49.2|39.1|0|20231017|final20231017v2
2022|4b|1689|6|ESCUELA ORO NEGRO|5|DE VALPARAÍSO|51|VALPARAÍSO|5103|CONCÓN|53|Valparaiso - Isla de Pascua|2|1|3|1|45|47|252|238|28|15|-15|-11|1|1|-1|-1|||||44.4|22.2|33.3|51.1|38.3|10.6|0|20231017|final20231017v2
2022|4b|40155|2|COLEGIO DIEGO VELÁZQUEZ|5|DE VALPARAÍSO|51|VALPARAÍSO|5109|VIÑA DEL MAR|53|Valparaiso - Isla de Pascua|3|2|3|1|61|61|279|263|12|-6|12|14|0|0|1|1|||||19.7|23|57.4|31.1|50.8|18|0|20231017|final20231017v2
2022|4b|10202|4|ESCUELA DOMINGO SANTA MARIA GONZALEZ|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13128|RENCA|134|Poniente|1|1|2|1|50|51|230|231|-5|-28|-25|-7|0|-1|-1|-1|||||56|26|18|66.7|25.5|7.8|0|20231017|final20231017v2
2022|4b|20281|9|COLEGIO ARRAYAN|9|DE LA ARAUCANÍA|91|CAUTÍN|9119|VILCÚN|92|Cautin Norte|3|2|3|2|28|29|260|234|8|7|-7|-15|0|0|0|-1|||||32.1|21.4|46.4|58.6|37.9|3.4|0|20231017|final20231017v2
2022|4b|15621|3|COLEGIO PARTICULAR EL REAL|6|DEL LIBERTADOR BERNARDO O|63|COLCHAGUA|6301|SAN FERNANDO|62|Colchagua|3|2|3|1|30|29|283|261|-5|-16|16|12|0|-1|1|1|||||20|20|60|37.9|37.9|24.1|0|20231017|final20231017v2
2022|4b|10348|9|ESCUELA BASICA PART.MARY ANNE SCHOOL|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13104|CONCHALÍ|137|Norte|3|2|4|1|53|54|281|271|-4|-6|1|8|0|0|0|1|||||13.2|45.3|41.5|29.6|33.3|37|0|20231017|final20231017v2
2022|4b|7016|5|ESCUELA BASICA DE CORRAL|14|DE LOS RÍOS|141|VALDIVIA|14102|CORRAL|141|Valdivia|2|1|2|1|19|20|231|213|-14|-24|-24|-25|0|-1|-1|-1|||||63.2|26.3|10.5|75|25|0|0|20231017|final20231017v2
2022|4b|315|8|ESCUELA HEROES DE LA CONCEPCION|2|DE ANTOFAGASTA|21|ANTOFAGASTA|2101|ANTOFAGASTA|21|Antofagasta|1|1|3|1|43|52|243|212|-11|-29|-24|-37|0|-1|-1|-1|||||53.5|14|32.6|76.9|21.2|1.9|0|20231017|final20231017v2
2022|4b|9020|4|COLEGIO SANTA CATALINA LABOURÉ|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13113|LA REINA|133|Oriente|3|2|3|1|66|65|261|240|-15|0|-6|-9|-1|0|0|-1||||3|36.4|30.3|33.3|52.3|29.2|18.5|0|20231017|final20231017v2
2022|4b|14639|0|COLEGIO GHERARDELLI|5|DE VALPARAÍSO|58|MARGA MARGA|5804|VILLA ALEMANA|53|Valparaiso - Isla de Pascua|3|2|2|1|18|17|248|214|18|-39|-7|-24|0|-1|0|-1|||||50|27.8|22.2|76.5|23.5|0|0|20231017|final20231017v2
2022|4b|3032|5|ESCUELA PARTICULAR SAN SEBASTIAN|7|DEL MAULE|71|TALCA|7106|PELARCO|72|Talca|3|2|2|2|12|13|256|262|-29|-8|1|24|-1|0|0|1|||||50|25|25|30.8|38.5|30.8|0|20231017|final20231017v2
2022|4b|8244|9|ESCUELA RURAL DIAZ-LIRA|10|DE LOS LAGOS|102|CHILOÉ|10207|QUEILÉN|102|Chiloe|1|1|1|2|2|2|312|242|0|0|0|0|0|0|0|0|||1|1|||||||0|20231017|final20231017v2
2022|4b|6916|7|ESCUELA ALBERTO CORDOVA LATORRE|14|DE LOS RÍOS|141|VALDIVIA|14103|LANCO|141|Valdivia|2|1|2|1|16|17|268|239|19|11|13|1|0|0|1|0|||||31.3|25|43.8|58.8|29.4|11.8|0|20231017|final20231017v2
2022|4b|5588|3|ESCUELA MANUEL RECABARREN|9|DE LA ARAUCANÍA|91|CAUTÍN|9101|TEMUCO|92|Cautin Norte|2|1|3|1|20|20|292|274|28|37|25|25|1|1|1|1|||||10|20|70|25|30|45|0|20231017|final20231017v2
2022|4b|9910|4|COLEGIO PARTICULAR SAN FELIX|13|METROPOLITANA DE SANTIAGO|131|SANTIAGO|13119|MAIPÚ|134|Poniente|3|2|3|1|26|28|285|265|9|-12|18|16|0|0|1|1|||||15.4|26.9|57.7|14.3|82.1|3.6|0|20231017|final20231017v2
2022|4b|2096|6|ESCUELA BASICA CLAUDIO VICUNA|5|DE VALPARAÍSO|56|SAN ANTONIO|5606|SANTO DOMINGO|54|San Antonio|2|1|2|2|14|13|246|252|-15|3|-9|14|0|0|0|1|||||57.1|21.4|21.4|46.2|38.5|15.4|0|20231017|final20231017v2
