agno|grado|rbd|dvrbd|nom_rbd|cod_reg_rbd|nom_reg_rbd|cod_pro_rbd|nom_pro_rbd|cod_com_rbd|nom_com_rbd|cod_depe1|cod_depe2|cod_grupo|cod_rural_rbd|nalu_lect4b_rbd|nalu_mate4b_rbd|prom_lect4b_rbd|prom_mate4b_rbd|dif_lect4b_rbd|dif_mate4b_rbd|difgru_lect4b_rbd|difgru_mate4b_rbd|sigdif_lect4b_rbd|sigdif_mate4b_rbd|siggru_lect4b_rbd|siggru_mate4b_rbd|marca_lect4b_rbd|marca_mate4b_rbd|marcadif_lect4b_rbd|marcadif_mate4b_rbd|palu_eda_ins_lect4b_rbd|palu_eda_ele_lect4b_rbd|palu_eda_ade_lect4b_rbd|palu_eda_ins_mate4b_rbd|palu_eda_ele_mate4b_rbd|palu_eda_ade_mate4b_rbd|noaplica
2017|4b|7112|9|ESCUELA PARTICULAR PAMPA NANCUL|14|DE LOS RÍOS|1|VALDIVIA|8|PANGUIPULLI|3|2|2|2|5|5|228|233|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|20285|1|COLEGIO EMANUEL|9|DE LA ARAUCANÍA|2|CAUTÍN|21|CHOLCHOL|3|2|1|2|6|6|252|231|32|30|2|-7|1|0|0|0|||||||||||0
2017|4b|8340|2|ESCUELA RURAL RIO MALITO|10|DE LOS LAGOS|5|PALENA|4|PALENA|2|1|2|2|2|1|346|0|0|0|0|0|0|0|0|0||1|2|2|||||||0
2017|4b|1301|3|LICEO MANUEL MARIN|5|DE VALPARAÍSO|3|SAN FELIPE DE ACONCAGUA|2|PUTAENDO|2|1|2|1|21|22|237|210|24|11|-19|-38|1|0|-1|-1|||||42.9|33.3|23.8|77.3|18.2|4.5|0
2017|4b|3520|3|ESCUELA MARIANO LATORRE|7|DEL MAULE|3|LINARES|8|SAN JAVIER|2|1|1|2|6|5|264|235|84|0|14|0|1|0|0|0||||1|||||||0
2017|4b|10006|4|ESCUELA REPUBLICA DE LA INDIA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|27|QUINTA NORMAL|1|1|3|1|32|32|261|245|2|15|-9|-17|0|1|-1|-1|||||31.3|40.6|28.1|50|46.9|3.1|0
2017|4b|5684|7|ESCUELA PART. WENCESLAO VALDIVIA|9|DE LA ARAUCANÍA|2|CAUTÍN|1|TEMUCO|3|2|1|1|7|6|229|248|0|0|-21|10|0|0|-1|0|||1|1|||||||0
2017|4b|9668|7|ESCUELA PARTICULAR FORJADORES DEL FUTURO|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|17|LA PINTANA|3|2|1|1|22|23|221|217|-15|-16|-29|-21|0|0|-1|-1|||||63.6|27.3|9.1|69.6|13|17.4|0
2017|4b|4848|8|ESCUELA BASICA SAN CARLITOS|8|DEL BIOBÍO|3|CONCEPCIÓN|4|TOMÉ|2|1|1|2|11|11|295|259|12|-34|45|21|0|-1|1|1|||||0|45.5|54.5|27.3|72.7|0|0
2017|4b|19947|8|ESCUELA LAURA VICUNA|9|DE LA ARAUCANÍA|2|CAUTÍN|9|VILLARRICA|3|2|3|1|27|26|282|254|-1|-21|12|-8|0|-1|1|-1|||||22.2|29.6|48.1|34.6|42.3|23.1|0
2017|4b|8678|9|ESC.SILVIA SALAS EDWARDS|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|24|ESTACIÓN CENTRAL|3|2|2|1|39|37|245|229|-3|-9|-11|-19|0|0|-1|-1|||||51.3|23.1|25.6|59.5|40.5|0|0
2017|4b|4748|1|ESCUELA REPUBLICA BOLIVARIANA DE VENEZUELA|8|DEL BIOBÍO|3|CONCEPCIÓN|2|TALCAHUANO|2|1|2|1|9|9|328|257|91|0|72|9|1|0|1|0||||2|||||||0
2017|4b|6076|3|ESCUELA PARTICULAR CABURGUA|9|DE LA ARAUCANÍA|2|CAUTÍN|8|PUCÓN|3|2|2|2|2|2|272|226|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|7158|7|ESCUELA RURAL CARIMANCA|14|DE LOS RÍOS|6|DEL RANCO|9|LA UNIÓN|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|7404|7|COLEGIO RENE SORIANO BORQUEZ|10|DE LOS LAGOS|2|OSORNO|1|OSORNO|3|2|1|1|17|17|245|251|-1|10|-5|13|0|0|0|1|||||52.9|23.5|23.5|47.1|41.2|11.8|0
2017|4b|7058|0|ESCUELA RURAL HUITAG|14|DE LOS RÍOS|1|VALDIVIA|8|PANGUIPULLI|1|1|2|2|3|3|234|180|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|7304|0|ESCUELA RURAL CALCURRUPE|14|DE LOS RÍOS|6|DEL RANCO|12|LAGO RANCO|2|1|2|2|3|2|215|210|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|8632|0|LICEO POLIVALENTE SANTA JULIANA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|5|RECOLETA|3|2|3|1|73|76|265|255|15|-5|-5|-7|1|0|-1|-1|||||35.6|32.9|31.5|38.2|50|11.8|0
2017|4b|9960|0|ESCUELA PARTICULAR VILLA ESPANA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|24|ESTACIÓN CENTRAL|3|2|4|1|30|30|279|265|-2|-5|-6|-12|0|0|0|-1|||||20|36.7|43.3|30|43.3|26.7|0
2017|4b|22403|0|ESCUELA DE CULTURA Y DIFUSION ARTISTICA FRIDOLINA BARRIENTOS CANOBRA|10|DE LOS LAGOS|4|CHILOÉ|1|CASTRO|1|1|4|1|29|29|294|271|-8|-18|9|-6|0|-1|1|0|||||24.1|13.8|62.1|27.6|44.8|27.6|0
2017|4b|8878|1|COLEGIO DEL SAGRADO CORAZON DE APOQUINDO|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|9|LAS CONDES|4|3|5|1|69|73|319|321|10|5|16|24|0|0|1|1|||||1.4|13|85.5|1.4|19.2|79.5|0
2017|4b|9714|4|ESCUELA BASICA JOSE MARTI|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|21|EL BOSQUE|2|1|2|1|36|36|239|262|-30|9|-17|14|-1|0|-1|1|||||52.8|38.9|8.3|36.1|44.4|19.4|0
2017|4b|6222|7|ESCUELA PARTICULAR SANTA ELENA|9|DE LA ARAUCANÍA|2|CAUTÍN|10|FREIRE|3|2|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|||||||0
2017|4b|795|1|ESC.BASICA DOMINGO SANTA MARIA GONZALEZ|4|DE COQUIMBO|1|ELQUI|4|ANDACOLLO|2|1|2|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|1032|4|ESCUELA BASICA SAN AGUSTIN|4|DE COQUIMBO|3|CHOAPA|2|SALAMANCA|2|1|3|2|3|3|296|201|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|534|7|COLEGIO VILLA SAN BARTOLOME|4|DE COQUIMBO|1|ELQUI|1|LA SERENA|1|1|2|1|27|27|237|237|-16|-5|-19|-11|0|0|-1|-1|||||59.3|22.2|18.5|55.6|33.3|11.1|0
2017|4b|3451|7|ESCUELA SAN NICOLAS|7|DEL MAULE|3|LINARES|6|RETIRO|2|1|1|2|1|0|0||0||0||0||0||1|1|2|2|||||||0
2017|4b|3949|7|ESCUELA EL ROBLE|8|DEL BIOBÍO|1|ÑUBLE|9|YUNGAY|2|1|1|2|5|5|253|236|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|5538|7|ESCUELA GUSTAVO VASQUEZ DIAZ|9|DE LA ARAUCANÍA|1|MALLECO|11|LOS SAUCES|2|1|1|1|20|20|252|242|-51|-72|2|4|-1|-1|0|0|||||50|30|20|45|45|10|0
2017|4b|8194|9|LICEO PARTICULAR RAMON FREIRE|10|DE LOS LAGOS|4|CHILOÉ|6|QUINCHAO|3|2|3|1|20|21|284|287|-8|-14|14|25|0|0|1|1|||||15|25|60|9.5|42.9|47.6|0
2017|4b|10590|2|ESCUELA TERESA GARCIA HUIDOBRO|13|METROPOLITANA DE SANTIAGO|4|MAIPO|1|SAN BERNARDO|1|1|2|2|5|5|242|224|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|40351|2|COLEGIO BOSQUEMAR|10|DE LOS LAGOS|3|LLANQUIHUE|1|PUERTO MONTT|3|2|3|1|63|61|259|257|-3|1|-11|-5|0|0|-1|-1|||||36.5|28.6|34.9|31.1|49.2|19.7|0
2017|4b|2598|4|ESCUELA BASICA OLGA DE GOMEZ|6|DEL LIBERTADOR BERNARDO OHIGGINS|2|COLCHAGUA|7|LOLOL|2|1|2|2|4|4|281|309|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|1885|6|COLEGIO CAPITAN IGNACIO CARRERA PINTO|5|DE VALPARAÍSO|8|MARGA MARGA|3|QUILPUÉ|1|1|3|1|10|10|259|246|0|0|-11|-16|0|0|0|0|||1|1|40|10|50|40|20|40|0
2017|4b|6391|6|ESCUELA PARTICULAR VILLA BOLDOS|9|DE LA ARAUCANÍA|2|CAUTÍN|14|TOLTÉN|3|2|3|1|2|2|281|241|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|25197|6|COL.PARTICULAR SAN VALENTIN DE MAIPU|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|26|MAIPÚ|3|2|4|1|26|26|272|253|-11|-23|-13|-24|0|-1|-1|-1|||||30.8|23.1|46.2|42.3|34.6|23.1|0
2017|4b|24699|9|COLEGIO MAITENES|13|METROPOLITANA DE SANTIAGO|5|MELIPILLA|1|MELIPILLA|4|3|5|1|25|25|318|318|10|17|15|21|0|1|1|1|||||4|16|80|4|16|80|0
2017|4b|2575|5|ESCUELA MUNICIPAL|6|DEL LIBERTADOR BERNARDO OHIGGINS|2|COLCHAGUA|4|NANCAGUA|2|1|1|2|5|5|301|261|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|24722|7|ESC. BASICA PART.PADRE ALBERTO HURTADO|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|4|HUECHURABA|3|2|2|1|34|34|271|278|1|-9|15|30|0|0|1|1|||||29.4|20.6|50|17.6|47.1|35.3|0
2017|4b|9239|8|COLEGIO FRANCISCO DE MIRANDA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|13|PEÑALOLÉN|4|3|5|1|26|26|280|274|-35|-39|-23|-23|-1|-1|-1|-1|||||23.1|23.1|53.8|15.4|53.8|30.8|0
2017|4b|7742|9|COLEGIO GERMANIA DEL VERBO DIVINO|10|DE LOS LAGOS|3|LLANQUIHUE|2|PUERTO VARAS|4|3|5|1|65|64|303|306|7|-4|0|9|0|0|0|1|||||10.8|23.1|66.2|3.1|35.9|60.9|0
2017|4b|31054|9|COLEGIO EL LABRADOR|13|METROPOLITANA DE SANTIAGO|4|MAIPO|2|BUIN|3|2|3|1|27|27|237|220|4|1|-33|-42|0|0|-1|-1|||||48.1|40.7|11.1|74.1|25.9|0|0
2017|4b|1101|0|ESCUELA BASICA JOSE MIGUEL CARRERA|4|DE COQUIMBO|3|CHOAPA|4|CANELA|2|1|2|2|2|2|213|197|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|10421|3|ESCUELA REPUBLICA DE POLONIA|13|METROPOLITANA DE SANTIAGO|2|CHACABUCO|2|LAMPA|1|1|1|1|33|33|243|223|-16|-9|-7|-15|-1|0|0|-1|||||48.5|30.3|21.2|72.7|24.2|3|0
2017|4b|3757|5|ESCUELA AGUA BUENA|8|DEL BIOBÍO|1|ÑUBLE|2|SAN CARLOS|2|1|3|2|2|2|311|218|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|6560|9|ESCUELA PARTICULAR EL AMANECER|9|DE LA ARAUCANÍA|2|CAUTÍN|17|CARAHUE|3|2|1|2|10|11|245|238|43|59|-5|0|1|1|0|0|||||40|40|20|63.6|27.3|9.1|0
2017|4b|9216|9|COLEGIO SUIZO DE SANTIAGO|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|10|ÑUÑOA|4|3|5|1|46|46|309|289|12|12|6|-8|0|0|1|-1|||||8.7|15.2|76.1|8.7|54.3|37|0
2017|4b|2790|1|COLEGIO VICHUQUEN|7|DEL MAULE|1|CURICÓ|1|CURICÓ|4|3|5|1|25|25|295|299|-18|-3|-8|2|-1|0|-1|0|||||16|28|56|8|28|64|0
2017|4b|5446|1|ESCUELA DIEGO PORTALES|9|DE LA ARAUCANÍA|1|MALLECO|8|TRAIGUÉN|2|1|2|1|12|13|256|268|7|13|0|20|0|0|0|1|||||41.7|25|33.3|30.8|46.2|23.1|0
2017|4b|18181|1|INSTITUTO HUMANIDADES MONSEÑOR JOSE MANUEL SANTO ASCARZA|8|DEL BIOBÍO|3|CONCEPCIÓN|10|CHIGUAYANTE|3|2|4|1|72|73|264|262|-17|-11|-21|-15|-1|-1|-1|-1|||||31.9|30.6|37.5|41.1|32.9|26|0
2017|4b|626|2|ESCUELA BASICA DAVID LEON TAPIA|4|DE COQUIMBO|1|ELQUI|3|COQUIMBO|2|1|2|1|49|50|271|259|2|3|15|11|0|0|1|1|||||26.5|34.7|38.8|32|54|14|0
2017|4b|9116|2|LICEO MUNICIPALIZADO MANUEL ROJAS|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|12|MACUL|1|1|2|1|6|6|207|213|10|19|-49|-35|0|0|-1|-1|||||||||||0
2017|4b|13361|2|KID´S WORLD SCHOOL|4|DE COQUIMBO|1|ELQUI|3|COQUIMBO|3|2|4|1|58|58|293|263|18|-15|8|-14|1|-1|1|-1|||||10.3|27.6|62.1|29.3|55.2|15.5|0
2017|4b|3282|4|ESCUELA EL CULMEN|7|DEL MAULE|3|LINARES|1|LINARES|2|1|3|2|3|3|284|251|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|10782|4|ESCUELA IGNACIO SERRANO MONTANER|13|METROPOLITANA DE SANTIAGO|5|MELIPILLA|1|MELIPILLA|1|1|2|1|21|21|236|220|18|15|-20|-28|0|0|-1|-1|||||66.7|14.3|19|61.9|38.1|0|0
2017|4b|6797|0|ESCUELA RURAL CURINANCO|14|DE LOS RÍOS|1|VALDIVIA|1|VALDIVIA|2|1|2|2|5|5|269|252|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|15502|0|INSTITUTO MONSENOR LECAROS|6|DEL LIBERTADOR BERNARDO OHIGGINS|1|CACHAPOAL|14|COLTAUCO|3|2|3|1|35|35|269|268|11|15|-1|6|0|1|0|0|||||22.9|37.1|40|31.4|45.7|22.9|0
2017|4b|1977|1|COLEGIO NACIONAL|5|DE VALPARAÍSO|8|MARGA MARGA|4|VILLA ALEMANA|3|2|4|1|127|125|265|274|-13|-17|-20|-3|-1|-1|-1|0|||||36.2|24.4|39.4|20.8|47.2|32|0
2017|4b|11795|1|COLEGIO SAN CARLOS DE LA FLORIDA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|14|LA FLORIDA|3|2|3|1|30|31|223|229|-23|-13|-47|-33|-1|0|-1|-1|||||66.7|23.3|10|58.1|38.7|3.2|0
2017|4b|20500|1|COLEGIO TRICAHUE|8|DEL LIBERTADOR BERNARDO OHIGGINS|3|CACHAPOAL|3|REQUÍNOA|4|3|5|1|5|5|260|287|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|24822|3|ESC. BAS. PDTE. SALVADOR ALLENDE G.|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|21|EL BOSQUE|2|1|1|1|40|40|202|193|-4|-11|-48|-45|0|0|-1|-1|||||82.5|15|2.5|87.5|12.5|0|0
2017|4b|2475|9|ESCUELA LOS MAQUIS|6|DEL LIBERTADOR BERNARDO OHIGGINS|1|CACHAPOAL|9|MALLOA|2|1|3|2|2|2|251|204|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|5131|4|LICEO HOMERO VIGUERAS|8|DEL BIOBÍO|4|ARAUCO|5|CAÑETE|2|1|2|1|22|22|252|252|-12|19|-4|4|0|1|0|0|||||45.5|22.7|31.8|45.5|40.9|13.6|0
2017|4b|5346|5|ESCUELA OSVALDO FUENTES BARRERA|9|DE LA ARAUCANÍA|1|MALLECO|5|CURACAUTÍN|2|1|1|1|6|6|276|248|28|24|26|10|1|0|1|0|||||||||||0
2017|4b|4141|6|LICEO TÉCNICO PUENTE ÑUBLE|8|DEL BIOBÍO|1|ÑUBLE|20|SAN NICOLÁS|2|1|2|2|16|21|255|242|-20|-10|-1|-6|-1|0|0|0|||||37.5|31.3|31.3|47.6|38.1|14.3|0
2017|4b|4633|7|COLEGIO PARTICULAR SANTA INES|8|DEL BIOBÍO|3|CONCEPCIÓN|10|CHIGUAYANTE|3|2|4|1|20|21|248|255|-18|2|-37|-22|-1|0|-1|-1|||||40|40|20|38.1|47.6|14.3|0
2017|4b|10805|7|ESCUELA PUANGUE|13|METROPOLITANA DE SANTIAGO|5|MELIPILLA|1|MELIPILLA|1|1|2|2|9|10|268|222|20|0|12|-26|0|0|0|-1||||||||70|30|0|0
2017|4b|18158|7|COLEGIO LICAN RAY|8|DEL BIOBÍO|3|CONCEPCIÓN|11|SAN PEDRO DE LA PAZ|3|2|2|1|21|21|223|210|-20|-27|-33|-38|-1|-1|-1|-1|||||66.7|23.8|9.5|81|19|0|0
2017|4b|5154|3|ESCUELA SAN LUIS DE CONTULMO|8|DEL BIOBÍO|4|ARAUCO|6|CONTULMO|2|1|2|1|36|36|260|255|-5|-1|4|7|0|0|0|1|||||33.3|38.9|27.8|41.7|38.9|19.4|0
2017|4b|25220|4|COLEGIO ALMA MATER|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|16|LA GRANJA|3|2|2|1|43|43|227|220|-10|-5|-29|-28|0|0|-1|-1|||||62.8|23.3|14|74.4|18.6|7|0
2017|4b|16807|6|COLEGIO LOS  ALERCES  DE  TALAGANTE|13|METROPOLITANA DE SANTIAGO|6|TALAGANTE|1|TALAGANTE|3|2|3|1|9|9|291|266|53|20|21|4|1|0|1|0|||||||||||0
2017|4b|1416|8|COLEGIO MARIA ALONSO CHACON|5|DE VALPARAÍSO|4|QUILLOTA|2|LA CRUZ|2|1|3|1|21|22|223|226|-27|-18|-47|-36|-1|0|-1|-1|||||66.7|19|14.3|68.2|18.2|13.6|0
2017|4b|2498|8|ESCUELA MUNICIPAL|6|DEL LIBERTADOR BERNARDO OHIGGINS|2|COLCHAGUA|2|CHIMBARONGO|2|1|1|2|11|12|261|240|15|-8|11|2|0|0|0|0|||||36.4|18.2|45.5|66.7|25|8.3|0
2017|4b|1908|9|LICEO DE NINAS JAVIERA CARRERA|5|DE VALPARAÍSO|8|MARGA MARGA|3|QUILPUÉ|3|2|3|1|18|18|226|232|-24|-5|-44|-30|-1|0|-1|-1|||||55.6|33.3|11.1|55.6|38.9|5.6|0
2017|4b|14643|9|CASABLANCA BILINGUAL SCHOOL|5|DE VALPARAÍSO|5|VALPARAÍSO|7|CASABLANCA|3|2|3|1|17|17|249|247|15|31|-21|-15|0|1|-1|-1|||||47.1|17.6|35.3|52.9|29.4|17.6|0
2017|4b|3382|0|ESCUELA PEDRO ALESSANDRI VARGAS|7|DEL MAULE|3|LINARES|4|LONGAVÍ|2|1|1|2|17|18|280|274|32|13|30|36|1|0|1|1|||||23.5|11.8|64.7|22.2|55.6|22.2|0
2017|4b|3849|0|ESCUELA CAMILO HENRIQUEZ|8|DEL BIOBÍO|1|ÑUBLE|1|CHILLÁN|2|1|2|2|5|5|246|248|0|0|0|0|0|0|0|0|||1|2|||||||0
2017|4b|1316|1|COLEGIO MARIE POUSSEPIN|5|DE VALPARAÍSO|3|SAN FELIPE DE ACONCAGUA|2|PUTAENDO|3|2|3|1|64|63|251|260|2|4|-19|-2|0|0|-1|0|||||45.3|25|29.7|34.9|42.9|22.2|0
2017|4b|3972|1|ESCUELA ARTURO MATTE ALESSANDRI|8|DEL BIOBÍO|1|ÑUBLE|10|PEMUCO|2|1|1|2|18|18|266|264|19|31|16|26|1|1|1|1|||||11.1|66.7|22.2|38.9|38.9|22.2|0
2017|4b|12087|1|COLEGIO BRITISH ROYAL SCHOOL|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|11|LA REINA|4|3|5|1|95|95|291|290|-5|3|-12|-7|0|0|-1|-1|||||14.7|25.3|60|8.4|47.4|44.2|0
2017|4b|5423|2|ESCUELA BASICA TRANGOL|9|DE LA ARAUCANÍA|1|MALLECO|7|VICTORIA|2|1|2|2|4|4|271|205|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|9431|5|ESCUELA VILLA SAN MIGUEL|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|19|SAN MIGUEL|1|1|3|1|38|40|255|242|10|4|-15|-20|0|0|-1|-1|||||36.8|28.9|34.2|45|47.5|7.5|0
2017|4b|2767|7|ESCUELA LOS CRISTALES|7|DEL MAULE|1|CURICÓ|1|CURICÓ|2|1|1|2|6|6|244|222|12|23|-6|-16|0|0|0|0|||||||||||0
2017|4b|10513|9|COLEGIO PARTICULAR NIDAL|13|METROPOLITANA DE SANTIAGO|3|CORDILLERA|1|PUENTE ALTO|3|2|4|1|21|19|244|228|23|0|-41|-49|1|0|-1|-1|||||52.4|23.8|23.8|78.9|5.3|15.8|0
2017|4b|2698|0|ESCUELA MUNICIPAL GUADALAO|6|DEL LIBERTADOR BERNARDO OHIGGINS|3|CARDENAL CARO|4|LA ESTRELLA|2|1|1|2|3|3|298|232|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|42|6|ESCUELA MOLINOS LLUTA|15|DE ARICA Y PARINACOTA|1|ARICA|1|ARICA|2|1|3|2|2|2|305|238|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|2959|9|LORENZO VAROLI GHERARDI|7|DEL MAULE|2|TALCA|1|TALCA|2|1|2|1|19|20|236|226|4|-2|-20|-22|0|0|-1|-1|||||63.2|5.3|31.6|60|30|10|0
2017|4b|5117|9|ESCUELA LOS GUALLES|8|DEL BIOBÍO|4|ARAUCO|4|LOS ÁLAMOS|2|1|2|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|7773|9|ESCUELA EULOGIO GOYCOLEA GARAY|10|DE LOS LAGOS|3|LLANQUIHUE|4|CALBUCO|2|1|2|1|38|39|273|271|17|-7|17|23|1|0|1|1|||||34.2|18.4|47.4|35.9|35.9|28.2|0
2017|4b|12777|9|COLEGIO SAN PEDRO NOLASCO|13|METROPOLITANA DE SANTIAGO|5|MELIPILLA|1|MELIPILLA|3|2|3|1|6|6|223|208|-19|-13|-47|-54|0|0|-1|-1|||||||||||0
2017|4b|434|0|ESCUELA SAN VICENTE DE PAUL|3|DE ATACAMA|2|COPIAPÓ|1|COPIAPÓ|3|2|3|1|78|80|255|246|-1|-8|-15|-16|0|0|-1|-1|||||33.3|39.7|26.9|47.5|36.3|16.3|0
2017|4b|10713|1|COLEGIO NINO JESUS|13|METROPOLITANA DE SANTIAGO|6|TALAGANTE|1|TALAGANTE|3|2|3|1|78|79|282|296|5|15|12|34|0|1|1|1|||||17.9|30.8|51.3|3.8|45.6|50.6|0
2017|4b|4725|2|ESCUELA VILLA INDEPENDENCIA|8|DEL BIOBÍO|3|CONCEPCIÓN|2|TALCAHUANO|2|1|3|1|25|25|263|240|-17|-34|-7|-22|-1|-1|0|-1|||||32|28|40|44|44|12|0
2017|4b|3551|3|ESCUELA LOS CONQUISTADORES|7|DEL MAULE|4|CAUQUENES|1|CAUQUENES|2|1|1|1|18|18|271|269|18|22|21|31|1|1|1|1|||||27.8|16.7|55.6|22.2|50|27.8|0
2017|4b|8555|3|ESCUELA REPUBLICA EL LIBANO|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|1|SANTIAGO|2|1|3|1|34|34|284|265|18|23|14|3|1|1|1|0|||||8.8|50|41.2|32.4|44.1|23.5|0
2017|4b|7381|4|ESCUELA RURAL CHACAYAL|10|DE LOS LAGOS|2|OSORNO|1|OSORNO|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|932|6|ESCUELA UNION CAMPESINA|4|DE COQUIMBO|2|LIMARÍ|1|OVALLE|2|1|2|2|6|6|286|265|9|-9|30|17|0|0|1|0|||||||||||0
2017|4b|26365|6|COLEGIO SAN ALBERTO HURTADO DE PUDAHUEL|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|29|PUDAHUEL|3|2|3|1|116|108|293|293|12|10|23|31|1|1|1|1|||||10.3|33.6|56|13|37|50|0
2017|4b|14912|8|COLEGIO SAN ANTONIO DE VILLA ALEMANA|5|DE VALPARAÍSO|8|MARGA MARGA|4|VILLA ALEMANA|3|2|4|1|80|79|266|274|-13|2|-19|-3|-1|0|-1|0|||||30|31.3|38.8|19|59.5|21.5|0
2017|4b|16570|0|ESCUELA DE LENGUAJE RAYENCO|7|DEL MAULE|1|CURICÓ|3|ROMERAL|3|2|2|1|23|22|284|273|25|20|28|25|1|1|1|1|||||8.7|34.8|56.5|18.2|54.5|27.3|0
2017|4b|1087|1|ESCUELA BASICA CANELA ALTA|4|DE COQUIMBO|3|CHOAPA|4|CANELA|2|1|2|1|21|21|269|278|2|25|13|30|0|1|1|1|||||28.6|33.3|38.1|14.3|61.9|23.8|0
2017|4b|12977|1|HARVEST CHRISTIAN SCHOOL|2|DE ANTOFAGASTA|3|ANTOFAGASTA|1|ANTOFAGASTA|3|2|4|1|77|78|302|266|33|-6|17|-11|1|0|1|-1|||||10.4|19.5|70.1|29.5|43.6|26.9|0
2017|4b|6989|2|ESCUELA RURAL LOS CERRILLOS|14|DE LOS RÍOS|6|DEL RANCO|5|FUTRONO|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|||||||0
2017|4b|17652|4|COLEGIO RAIQUEN|8|DEL BIOBÍO|2|BIOBÍO|13|YUMBEL|3|2|3|1|44|43|279|265|11|-17|9|3|0|-1|1|0|||||18.2|40.9|40.9|34.9|44.2|20.9|0
2017|4b|20308|4|COLEGIO ALTERRA|13|METROPOLITANA DE SANTIAGO|4|MAIPO|1|SAN BERNARDO|4|3|5|1|28|30|288|278|8|-1|-15|-19|0|0|-1|-1|||||14.3|35.7|50|20|50|30|0
2017|4b|3743|5|LICEO DIEGO PORTALES PALAZUELOS|8|DEL BIOBÍO|1|ÑUBLE|2|SAN CARLOS|2|1|2|1|45|45|281|297|6|30|25|49|0|1|1|1|||||22.2|28.9|48.9|4.4|51.1|44.4|0
2017|4b|10321|7|LICEO LAS AMERICAS MODERNAS|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|2|INDEPENDENCIA|3|2|3|1|16|17|242|209|0|0|-28|-53|0|0|-1|-1|||2|2|31.3|62.5|6.3|76.5|23.5|0|0
2017|4b|4333|8|LICEO ISABEL RIQUELME|8|DEL BIOBÍO|2|BIOBÍO|5|QUILLECO|2|1|2|1|24|25|265|203|14|-44|9|-45|0|-1|1|-1|||||33.3|33.3|33.3|84|16|0|0
2017|4b|2269|1|ESCUELA MUNICIPAL EL RINCON|6|DEL LIBERTADOR BERNARDO OHIGGINS|1|CACHAPOAL|7|REQUÍNOA|2|1|2|2|2|2|255|214|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|6683|4|ESCUELA PARTICULAR WILFREDO PASSAU|9|DE LA ARAUCANÍA|2|CAUTÍN|18|NUEVA IMPERIAL|3|2|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
