agno|grado|rbd|dvrbd|nom_rbd|cod_reg_rbd|nom_reg_rbd|cod_pro_rbd|nom_pro_rbd|cod_com_rbd|nom_com_rbd|cod_depe1|cod_depe2|cod_grupo|cod_rural_rbd|nalu_lect4b_rbd|nalu_mate4b_rbd|prom_lect4b_rbd|prom_mate4b_rbd|dif_lect4b_rbd|dif_mate4b_rbd|difgru_lect4b_rbd|difgru_mate4b_rbd|sigdif_lect4b_rbd|sigdif_mate4b_rbd|siggru_lect4b_rbd|siggru_mate4b_rbd|marca_lect4b_rbd|marca_mate4b_rbd|marcadif_lect4b_rbd|marcadif_mate4b_rbd|palu_eda_ins_lect4b_rbd|palu_eda_ele_lect4b_rbd|palu_eda_ade_lect4b_rbd|palu_eda_ins_mate4b_rbd|palu_eda_ele_mate4b_rbd|palu_eda_ade_mate4b_rbd|noaplica
2017|4b|24403|1|COLEGIO SIMON BOLIVAR|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|17|LA PINTANA|2|1|1|1|27|27|273|264|19|3|23|26|1|0|1|1|||||18.5|48.1|33.3|29.6|55.6|14.8|0
2017|4b|2917|3|ESCUELA RAUCO|7|DEL MAULE|1|CURICÓ|9|RAUCO|2|1|2|1|36|35|245|228|-20|7|-11|-20|-1|0|-1|-1|||||47.2|30.6|22.2|71.4|17.1|11.4|0
2017|4b|4506|3|ESCUELA HÉROES DE CHILE|8|DEL BIOBÍO|2|BIOBÍO|13|YUMBEL|2|1|1|1|44|45|236|214|0|0|-14|-24|0|0|-1|-1|||2|2|59.1|20.5|20.5|77.8|20|2.2|0
2017|4b|5834|3|ESC. BASICA ALTO MECO|9|DE LA ARAUCANÍA|2|CAUTÍN|2|LAUTARO|2|1|1|2|3|3|262|236|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|7423|3|ESCUELA RURAL ALEJANDRO VASQUEZ BALDEVELLANO|10|DE LOS LAGOS|2|OSORNO|2|SAN PABLO|2|1|2|2|0|1||0||0||0||0||0|1|1|2|2|||||||0
2017|4b|11407|3|ESCUELA BASICA LOS OLIVOS|8|DEL BIOBÍO|1|ÑUBLE|13|RÁNQUIL|2|1|1|2|5|5|291|265|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|14324|3|COLEGIO WILLIAM JAMES|5|DE VALPARAÍSO|5|VALPARAÍSO|2|VIÑA DEL MAR|4|3|5|1|2|3|296|307|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|2894|0|ESCUELA AMELIA VIAL DE CONCHA|7|DEL MAULE|1|CURICÓ|6|HUALAÑÉ|2|1|2|2|14|14|287|306|-2|7|31|58|0|0|1|1|||||14.3|35.7|50|0|35.7|64.3|0
2017|4b|31327|0|COLEGIO ALICANTE DEL VALLE|13|METROPOLITANA DE SANTIAGO|3|CORDILLERA|1|PUENTE ALTO|3|2|4|1|239|242|313|302|3|-9|28|25|0|0|1|1|||||4.6|15.1|80.3|3.7|34.7|61.6|0
2017|4b|5857|2|ESC. BASICA MALPICHAHUE|9|DE LA ARAUCANÍA|2|CAUTÍN|2|LAUTARO|2|1|2|2|2|2|245|204|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|20181|2|COLEGIO SAINT PATRICK SCHOOL|9|DE LA ARAUCANÍA|2|CAUTÍN|1|TEMUCO|3|2|4|1|60|62|316|309|-4|-13|31|32|0|-1|1|1|||||3.3|16.7|80|1.6|32.3|66.1|0
2017|4b|7185|4|ESCUELA PARTICULAR LOS AVELLANOS|14|DE LOS RÍOS|6|DEL RANCO|9|LA UNIÓN|3|2|1|2|0|1||0||0||0||0||0|1|1|1|1|||||||0
2017|4b|8513|8|ESC. BAS. REPUBLICA ORIENTAL DE URUGUAY|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|1|SANTIAGO|2|1|4|1|54|51|262|260|-1|15|-23|-17|0|1|-1|-1|||||37|27.8|35.2|33.3|41.2|25.5|0
2017|4b|8728|9|COLEGIO GEORGE WASHINGTON|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|2|INDEPENDENCIA|3|2|3|1|84|85|255|263|5|-1|-15|1|0|0|-1|0|||||34.5|40.5|25|31.8|47.1|21.2|0
2017|4b|1543|1|ESCUELA JORGE ALESSANDRI RODRIGUEZ|5|DE VALPARAÍSO|5|VALPARAÍSO|1|VALPARAÍSO|1|1|1|1|20|19|249|245|-23|-15|-1|7|-1|0|0|0|||||50|30|20|57.9|36.8|5.3|0
2017|4b|4460|1|ESCUELA LOS PATOS|8|DEL BIOBÍO|2|BIOBÍO|10|NACIMIENTO|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|14539|4|ESCUELA DE LENGUAJE SANTA INES|5|DE VALPARAÍSO|6|SAN ANTONIO|1|SAN ANTONIO|3|2|3|1|16|16|201|195|-8|-16|-69|-67|0|0|-1|-1|||||75|25|0|93.8|0|6.3|0
2017|4b|10125|7|ESCUELA SARGENTO CANDELARIA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|30|CERRO NAVIA|1|1|2|1|17|16|226|222|11|0|-30|-26|0|0|-1|-1|||||70.6|23.5|5.9|81.3|18.8|0|0
2017|4b|12781|7|AMAZING GRACE ENGLISH SCHOOL|4|DE COQUIMBO|1|ELQUI|1|LA SERENA|4|3|5|1|42|43|312|315|8|16|9|18|0|1|1|1|||||0|16.7|83.3|2.3|25.6|72.1|0
2017|4b|7139|0|ESCUELA RURAL PURRIHUIN|14|DE LOS RÍOS|6|DEL RANCO|9|LA UNIÓN|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|24426|0|ESCUELA PARTICULAR PHILIPPE COUSTEAU|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|14|LA FLORIDA|3|2|3|1|26|26|245|234|-22|-9|-25|-28|-1|0|-1|-1|||||46.2|30.8|23.1|57.7|34.6|7.7|0
2017|4b|13188|1|COLEGIO CERVANTINO|3|DE ATACAMA|2|COPIAPÓ|1|COPIAPÓ|3|2|4|1|102|102|285|283|-18|-6|0|6|-1|0|0|1|||||14.7|34.3|51|12.7|50|37.3|0
2017|4b|31373|4|ESCUELA BASICA N°2412 SAINT JOSEPH SCHOOL|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|4|HUECHURABA|4|3|5|1|51|50|305|299|5|7|2|2|0|0|0|0|||||5.9|19.6|74.5|4|40|56|0
2017|4b|69|8|JUNIOR COLLEGE|15|DE ARICA Y PARINACOTA|1|ARICA|1|ARICA|4|3|5|1|52|52|311|305|12|10|8|8|1|0|1|1|||||9.6|11.5|78.8|5.8|28.8|65.4|0
2017|4b|1397|8|ESC.PART INDUSTRIAL E.BERTELSEN TEMPLE|5|DE VALPARAÍSO|4|QUILLOTA|1|QUILLOTA|3|2|3|1|78|75|249|261|-10|-23|-21|-1|0|-1|-1|0|||||43.6|26.9|29.5|30.7|42.7|26.7|0
2017|4b|10102|8|ESCUELA ALBERT EINSTEIN|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|29|PUDAHUEL|1|1|2|1|22|22|262|252|24|9|6|4|1|0|0|0|||||22.7|50|27.3|31.8|59.1|9.1|0
2017|4b|11430|8|COLEGIO TERESIANO PADRE ENRIQUE|8|DEL BIOBÍO|2|BIOBÍO|10|NACIMIENTO|3|2|3|1|87|89|289|289|0|-1|19|27|0|0|1|1|||||16.1|25.3|58.6|11.2|40.4|48.3|0
2017|4b|192|9|ESCUELA BASICA MAMINA|1|DE TARAPACÁ|4|TAMARUGAL|6|POZO ALMONTE|1|1|2|2|5|5|262|262|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|2748|0|ESCUELA REPUBLICA ARGENTINA|7|DEL MAULE|1|CURICÓ|1|CURICÓ|2|1|1|1|19|19|237|239|-8|0|-13|1|0|0|-1|0|||||57.9|15.8|26.3|57.9|31.6|10.5|0
2017|4b|4337|0|ESCUELA BASICA LA HOYADA|8|DEL BIOBÍO|2|BIOBÍO|5|QUILLECO|2|1|1|2|2|2|346|338|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|25639|0|ESCUELA BASICA Y ESPECIAL N° 1905 JACARANDA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|31|RENCA|3|2|3|1|58|59|263|239|30|9|-7|-23|1|0|-1|-1|||||32.8|31|36.2|54.2|37.3|8.5|0
2017|4b|11576|2|ESCUELA PARTICULAR N.290 LOS RADALES|10|DE LOS LAGOS|3|LLANQUIHUE|9|FRUTILLAR|3|2||2|||||||||||||||||||||||1
2017|4b|3086|4|ESCUELA LOS MONTES|7|DEL MAULE|2|TALCA|4|SAN CLEMENTE|2|1|1|2|9|4|292|266|27|0|42|0|1|0|1|0||||1|||||||0
2017|4b|24311|6|COLEGIO FRANCES|12|DE MAGALLANES Y DE LA ANTÁRTICA CHILENA|2|MAGALLANES|1|PUNTA ARENAS|3|2|3|1|20|22|277|257|15|21|7|-5|0|1|0|0|||||20|25|55|36.4|45.5|18.2|0
2017|4b|430|8|LICEO POLITECNICO BELEN|3|DE ATACAMA|2|COPIAPÓ|1|COPIAPÓ|3|2|3|1|73|73|242|252|-31|-12|-28|-10|-1|-1|-1|-1|||||46.6|31.5|21.9|37|50.7|12.3|0
2017|4b|4414|8|ESCUELA BASICA MUNILQUE IZAURIETA|8|DEL BIOBÍO|2|BIOBÍO|8|MULCHÉN|2|1|1|2|2|1|254|0|0|0|0|0|0|0|0|0||1|1|1|||||||0
2017|4b|25562|9|ESC BASICA PART SAN JOSE DE LA FAMILIA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|17|LA PINTANA|3|2|2|1|107|103|285|279|3|-3|29|31|0|0|1|1|||||14|35.5|50.5|14.6|52.4|33|0
2017|4b|4314|1|ESCUELA LAS HIJUELAS|8|DEL BIOBÍO|2|BIOBÍO|3|TUCAPEL|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|2771|5|ESCUELA PABLO NERUDA|7|DEL MAULE|1|CURICÓ|1|CURICÓ|2|1|2|2|2|2|195|209|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|2986|6|ESCUELA EL ORIENTE|7|DEL MAULE|2|TALCA|1|TALCA|2|1|1|2|10|11|223|230|-1|-1|-27|-8|0|0|-1|0|||||70|10|20|63.6|18.2|18.2|0
2017|4b|1781|7|ALLIANCE FRANCAISE DE VALPARAISO|5|DE VALPARAÍSO|5|VALPARAÍSO|2|VIÑA DEL MAR|4|3|5|1|60|60|290|264|2|-6|-13|-33|0|0|-1|-1|||||13.3|26.7|60|33.3|43.3|23.3|0
2017|4b|4437|7|ESCUELA BASICA AURORA DE ENERO|8|DEL BIOBÍO|2|BIOBÍO|8|MULCHÉN|2|1|2|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|||||||0
2017|4b|5765|7|ESCUELA PARTICULAR KIMELTU DE PANCO|9|DE LA ARAUCANÍA|2|CAUTÍN|1|TEMUCO|3|2|1|2|7|6|265|229|20|5|15|-9|0|0|1|0|||||||||||0
2017|4b|10271|7|ESCUELA ARAUCARIAS DE CHILE|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|3|CONCHALÍ|1|1|2|1|24|23|261|255|35|46|5|7|1|1|0|0|||||37.5|25|37.5|39.1|52.2|8.7|0
2017|4b|1466|4|ESCUELA SUPERIOR MIXTA Nº 88|5|DE VALPARAÍSO|8|MARGA MARGA|1|LIMACHE|2|1|2|1|35|37|253|245|7|-14|-3|-3|0|-1|0|0|||||40|22.9|37.1|48.6|35.1|16.2|0
2017|4b|1712|4|ESCUELA VILLA MONTE|5|DE VALPARAÍSO|5|VALPARAÍSO|2|VIÑA DEL MAR|1|1|2|1|20|22|252|271|18|2|-4|23|0|0|0|1|||||45|40|15|27.3|40.9|31.8|0
2017|4b|1635|7|COLEGIO AGUSTIN EDWARDS|5|DE VALPARAÍSO|5|VALPARAÍSO|1|VALPARAÍSO|3|2|4|1|27|27|252|231|-21|-29|-33|-46|-1|-1|-1|-1|||||40.7|44.4|14.8|59.3|33.3|7.4|0
2017|4b|14201|8|LICEO MIXTO LOS ANDES|5|DE VALPARAÍSO|2|LOS ANDES|1|LOS ANDES|3|2|3|1|103|105|260|252|11|17|-10|-10|1|1|-1|-1|||||33|37.9|29.1|40|46.7|13.3|0
2017|4b|407|3|ESCUELA JESUS FERNANDEZ HIDALGO|3|DE ATACAMA|2|COPIAPÓ|1|COPIAPÓ|2|1|2|1|35|36|236|220|0|0|-20|-28|0|0|-1|-1|||2|2|51.4|37.1|11.4|75|25|0|0
2017|4b|11522|3|ESCUELAS  BASICA RENICO GRANDE|9|DE LA ARAUCANÍA|1|MALLECO|9|LUMACO|2|1|1|2|3|3|277|249|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|284|4|LICEO DE HOMBRES DE ANTOFAGASTA MARIO BAHAMONDE SILVA|2|DE ANTOFAGASTA|3|ANTOFAGASTA|1|ANTOFAGASTA|1|1|3|1|29|30|257|245|18|1|-13|-17|1|0|-1|-1|||||44.8|24.1|31|56.7|30|13.3|0
2017|4b|4268|4|ESCUELA PARTICULAR ADVENTISTA|8|DEL BIOBÍO|2|BIOBÍO|1|LOS ÁNGELES|3|2|4|1|40|39|287|267|11|-18|2|-10|0|-1|0|-1|||||22.5|27.5|50|30.8|43.6|25.6|0
2017|4b|25539|4|EJERCITO LIBERTADOR DE CERRILLOS|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|25|CERRILLOS|2|1|1|1|25|25|258|237|5|-3|8|-1|0|0|0|0|||||36|24|40|52|40|8|0
2017|4b|3063|5|ESCUELA CORRALONES|7|DEL MAULE|2|TALCA|4|SAN CLEMENTE|2|1|2|2|16|18|245|248|-19|-17|-11|0|0|0|0|0|||||56.3|18.8|25|50|33.3|16.7|0
2017|4b|2817|7|ESCUELA SAN CRISTOBAL|7|DEL MAULE|1|CURICÓ|2|TENO|2|1|2|2|29|28|265|253|2|-31|9|5|0|-1|1|0|||||27.6|34.5|37.9|42.9|42.9|14.3|0
2017|4b|2940|8|LICEO CARLOS CONDELL|7|DEL MAULE|2|TALCA|1|TALCA|2|1|2|1|7|7|250|232|35|1|-6|-16|1|0|0|0|||||||||||0
2017|4b|161|9|LICEO DE HUARA|1|DE TARAPACÁ|4|TAMARUGAL|2|HUARA|2|1|2|2|20|21|221|223|-32|-5|-35|-25|-1|0|-1|-1|||||70|25|5|85.7|14.3|0|0
2017|4b|7500|0|ESCUELA PARTICULAR N.183 JAVIERA CARRERA|10|DE LOS LAGOS|2|OSORNO|4|PUERTO OCTAY|3|2|1|2|4|4|334|262|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|2840|1|ESCUELA SUPERIOR DE NINAS DE MOLINA|7|DEL MAULE|1|CURICÓ|4|MOLINA|2|1|1|1|19|19|253|235|-32|-43|3|-3|-1|-1|0|0|||||42.1|31.6|26.3|63.2|36.8|0|0
2017|4b|1251|3|ESCUELA BASICA CRISTO REDENTOR|5|DE VALPARAÍSO|2|LOS ANDES|3|CALLE LARGA|2|1|2|2|18|18|266|247|16|34|10|-1|0|1|0|0|||||33.3|33.3|33.3|50|38.9|11.1|0
2017|4b|25808|3|ESC. BAS. PART. LAS NACIONES|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|26|MAIPÚ|3|2|2|1|17|16|221|246|-28|-10|-35|-2|-1|0|-1|0|||||64.7|29.4|5.9|56.3|37.5|6.3|0
2017|4b|25654|4|COLEGIO EVEREST|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|8|LO BARNECHEA|4|3|5|1|137|131|311|309|6|-6|8|12|0|0|1|1|||||8.8|17.5|73.7|5.3|25.2|69.5|0
2017|4b|8828|5|LICEO SIMON BOLIVAR|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|9|LAS CONDES|1|1|3|1|92|95|272|289|-13|-16|2|27|-1|-1|0|1|||||27.2|26.1|46.7|17.9|32.6|49.5|0
2017|4b|20235|5|GEORGE CHAYTOR ENGLISH COLLEGE|9|DE LA ARAUCANÍA|2|CAUTÍN|1|TEMUCO|4|3|5|1|66|68|301|291|-11|-9|-2|-6|-1|0|0|-1|||||9.1|27.3|63.6|11.8|41.2|47.1|0
2017|4b|14247|6|COLLEGE SAINT ANDRE|5|DE VALPARAÍSO|5|VALPARAÍSO|1|VALPARAÍSO|4|3|4|1|15|15|246|254|-40|2|-39|-23|-1|0|-1|-1|||||46.7|26.7|26.7|46.7|26.7|26.7|0
2017|4b|25393|6|COLEGIO QUINTO CENTENARIO CORDILLERA|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|14|LA FLORIDA|3|2|4|1|25|25|259|243|-24|-23|-26|-34|-1|-1|-1|-1|||||36|36|28|44|48|8|0
2017|4b|10156|7|ESCUELA JARDIN LO PRADO|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|28|LO PRADO|3|2|3|1|40|41|262|253|2|-4|-8|-9|0|0|-1|-1|||||35|20|45|36.6|48.8|14.6|0
2017|4b|4168|8|ESCUELA GENERAL BERNARDO O HIGGINS|8|DEL BIOBÍO|2|BIOBÍO|1|LOS ÁNGELES|2|1|2|1|31|30|260|269|28|31|4|21|1|1|0|1|||||38.7|25.8|35.5|30|43.3|26.7|0
2017|4b|26046|0|COLEGIO  MANQUECURA CIUDAD DE LOS VALLES|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|29|PUDAHUEL|4|3|5|1|95|88|295|289|-6|-5|-8|-8|0|0|-1|-1|||||13.7|28.4|57.9|5.7|50|44.3|0
2017|4b|361|1|COL. THE ANTOFAGASTA BRITISH SCHOOL|2|DE ANTOFAGASTA|3|ANTOFAGASTA|1|ANTOFAGASTA|4|3|5|1|52|51|307|294|0|-11|4|-3|0|0|0|0|||||9.6|17.3|73.1|11.8|33.3|54.9|0
2017|4b|40155|2|COLEGIO DIEGO VELÁZQUEZ|5|DE VALPARAÍSO|5|VALPARAÍSO|2|VIÑA DEL MAR|3|2|3|1|28|25|297|298|23|25|27|36|1|1|1|1|||||3.6|42.9|53.6|4|40|56|0
2017|4b|22499|5|INSTITUTO INGLES ANTUQUENU|10|DE LOS LAGOS|3|LLANQUIHUE|1|PUERTO MONTT|3|2|2|1|62|62|252|249|-8|-1|-4|1|0|0|0|0|||||38.7|37.1|24.2|41.9|50|8.1|0
2017|4b|1689|6|ESCUELA ORO NEGRO|5|DE VALPARAÍSO|5|VALPARAÍSO|9|CONCÓN|2|1|1|1|27|26|229|209|-3|-22|-21|-29|0|-1|-1|-1|||||59.3|18.5|22.2|80.8|19.2|0|0
2017|4b|4406|7|ESCUELA BASICA MULCHEN|8|DEL BIOBÍO|2|BIOBÍO|8|MULCHÉN|2|1|3|1|74|75|286|275|5|0|16|13|0|0|1|1|||||18.9|28.4|52.7|20|50.7|29.3|0
2017|4b|5734|7|ESCUELA PARTICULAR BOTRONHUE|9|DE LA ARAUCANÍA|2|CAUTÍN|1|TEMUCO|3|2|1|2|2|2|290|179|0|0|0|0|0|0|0|0|||2|2|||||||0
2017|4b|3232|8|ESCUELA PUPILLA|7|DEL MAULE|2|TALCA|9|CUREPTO|2|1||2|||||||||||||||||||||||1
2017|4b|7062|9|ESCUELA RURAL PULLINQUE|14|DE LOS RÍOS|1|VALDIVIA|8|PANGUIPULLI|1|1|1|2|10|10|243|217|-31|2|-7|-21|-1|0|0|-1|||||40|20|40|70|30|0|0
2017|4b|8390|9|ESCUELA HAMBURGO|11|DE AYSÉN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO|2|AYSÉN|2|CISNES|2|1|2|2|7|7|302|282|43|31|46|34|1|1|1|1|||||||||||0
2017|4b|15621|3|COLEGIO PARTICULAR EL REAL|6|DEL LIBERTADOR BERNARDO OHIGGINS|2|COLCHAGUA|1|SAN FERNANDO|3|2|3|1|36|37|278|276|-19|-25|8|14|-1|-1|1|1|||||25|27.8|47.2|21.6|43.2|35.1|0
2017|4b|10202|4|ESCUELA DOMINGO SANTA MARIA GONZALEZ|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|31|RENCA|1|1|2|1|43|43|258|248|5|-28|2|0|0|-1|0|0|||||34.9|34.9|30.2|53.5|34.9|11.6|0
2017|4b|5542|5|ESC. BASICA LINO BARBIERI CANTERGIANI|9|DE LA ARAUCANÍA|1|MALLECO|11|LOS SAUCES|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|||||||0
2017|4b|20281|9|COLEGIO ARRAYAN|9|DE LA ARAUCANÍA|2|CAUTÍN|4|VILCÚN|3|2|3|2|23|22|264|247|-18|-7|-6|-15|-1|0|0|-1|||||30.4|26.1|43.5|45.5|50|4.5|0
2017|4b|14639|0|COLEGIO GHERARDELLI|5|DE VALPARAÍSO|8|MARGA MARGA|4|VILLA ALEMANA|3|2|2|1|19|19|236|233|-22|-2|-20|-15|-1|0|-1|-1|||||47.4|47.4|5.3|52.6|47.4|0|0
2017|4b|9020|4|COLEGIO SANTA CATALINA LABOURÉ|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|11|LA REINA|3|2|3|1|71|73|275|255|10|-13|5|-7|0|-1|1|-1|||||19.7|31|49.3|32.9|53.4|13.7|0
2017|4b|3032|5|ESCUELA PARTICULAR SAN SEBASTIAN|7|DEL MAULE|2|TALCA|2|PELARCO|3|2|2|2|20|20|276|253|-3|-25|20|5|0|-1|1|0|||||25|30|45|40|40|20|0
2017|4b|7016|5|ESCUELA BASICA DE CORRAL|14|DE LOS RÍOS|1|VALDIVIA|6|CORRAL|2|1|2|1|40|40|257|248|-13|-33|1|0|0|-1|0|0|||||42.5|20|37.5|45|40|15|0
2017|4b|3278|6|ESCUELA EL EMBOQUE|7|DEL MAULE|3|LINARES|1|LINARES|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|315|8|ESCUELA HEROES DE LA CONCEPCION|2|DE ANTOFAGASTA|3|ANTOFAGASTA|1|ANTOFAGASTA|1|1|3|1|33|32|237|215|-15|-37|-33|-47|-1|-1|-1|-1|||||60.6|18.2|21.2|71.9|21.9|6.3|0
2017|4b|10348|9|ESCUELA BASICA PART.MARY ANNE SCHOOL|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|3|CONCHALÍ|3|2|3|1|54|55|290|280|10|13|20|18|0|1|1|1|||||9.3|46.3|44.4|18.2|41.8|40|0
2017|4b|11676|9|ESCUELA BASICA LA HUERTA|8|DEL BIOBÍO|3|CONCEPCIÓN|7|SANTA JUANA|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|5588|3|ESCUELA MANUEL RECABARREN|9|DE LA ARAUCANÍA|2|CAUTÍN|1|TEMUCO|2|1|2|1|21|20|254|246|-4|9|-2|-2|0|0|0|0|||||52.4|19|28.6|55|35|10|0
2017|4b|169|4|ESCUELA QUISTAGAMA|1|DE TARAPACÁ|4|TAMARUGAL|3|CAMIÑA|2|1|1|2|4|4|273|258|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|9910|4|COLEGIO PARTICULAR SAN FELIX|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|26|MAIPÚ|3|2|3|1|37|36|272|260|7|10|2|-2|0|0|0|0|||||24.3|32.4|43.2|38.9|38.9|22.2|0
2017|4b|2096|6|ESCUELA BASICA CLAUDIO VICUNA|5|DE VALPARAÍSO|6|SAN ANTONIO|6|SANTO DOMINGO|2|1|3|2|4|4|310|292|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|6916|7|ESCUELA ALBERTO CORDOVA LATORRE|14|DE LOS RÍOS|1|VALDIVIA|3|LANCO|2|1|2|1|18|18|240|242|-16|-7|-16|-6|0|0|-1|0|||||50|33.3|16.7|66.7|22.2|11.1|0
2017|4b|10302|0|ESCUELA ANNE ELEONOR ROOSEVELT|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|5|RECOLETA|2|1|2|1|22|21|217|222|-22|-2|-39|-26|-1|0|-1|-1|||||63.6|27.3|9.1|71.4|23.8|4.8|0
2017|4b|5980|3|ESC. BASICA LLAULLAHUE|9|DE LA ARAUCANÍA|2|CAUTÍN|5|CUNCO|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|2|2|||||||0
2017|4b|7646|5|ESCUELA ROTARIO PEDRO AVELINO BRAVO|10|DE LOS LAGOS|3|LLANQUIHUE|1|PUERTO MONTT|2|1|2|1|21|23|250|252|-16|-17|-6|4|0|-1|0|0|||||33.3|47.6|19|47.8|43.5|8.7|0
2017|4b|8974|5|COLEGIO CAMPVS COLLEGE|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|6|PROVIDENCIA|4|3|5|1|37|37|282|295|-5|0|-21|-2|0|0|-1|0|||||24.3|16.2|59.5|16.2|35.1|48.6|0
2017|4b|9810|8|LICEO POLITECNICO PART.SAGRADO CORAZON|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|23|LO ESPEJO|3|2|3|1|68|68|278|268|8|-3|8|6|0|0|1|1|||||26.5|19.1|54.4|23.5|48.5|27.9|0
2017|4b|15767|8|COLEGIO DIEGO PORTALES|6|DEL LIBERTADOR BERNARDO OHIGGINS|1|CACHAPOAL|5|MACHALÍ|3|2|2|1|43|42|247|242|-10|-9|-9|-6|0|0|-1|-1|||||46.5|30.2|23.3|54.8|33.3|11.9|0
2017|4b|5634|0|ESCUELA NIRRIMAPU|9|DE LA ARAUCANÍA|2|CAUTÍN|20|PADRE LAS CASAS|2|1|2|2|8|8|258|216|31|0|2|-32|1|0|0|-1|||||||||||0
2017|4b|9618|0|ESCUELA BAS. BENJAMIN SUBERCASEAUX|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|16|LA GRANJA|2|1|2|1|110|108|235|225|11|-4|-21|-23|1|0|-1|-1|||||55.5|26.4|18.2|76.9|17.6|5.6|0
2017|4b|22353|0|ESCUELA PARTICULAR TRULLUN MAPU|14|DE LOS RÍOS|1|VALDIVIA|8|PANGUIPULLI|3|2|1|2|1|1|0|0|0|0|0|0|0|0|0|0|1|1|1|1|||||||0
2017|4b|8290|2|ESCUELA RURAL KUME RUKA WEKETRUMAO|10|DE LOS LAGOS|4|CHILOÉ|10|QUELLÓN|1|1|2|2|2|2|322|223|0|0|0|0|0|0|0|0|||1|1|||||||0
2017|4b|3470|3|ESCUELA TRINIDAD ALCAINO TAPIA|7|DEL MAULE|3|LINARES|7|VILLA ALEGRE|2|1|1|2|12|12|237|228|-7|8|-13|-10|0|0|0|0|||||58.3|25|16.7|58.3|33.3|8.3|0
2017|4b|6126|3|ESCUELA PARTICULAR NUEVA ESPERANZA|9|DE LA ARAUCANÍA|2|CAUTÍN|9|VILLARRICA|3|2|1|1|8|8|238|220|0|0|-12|-18|0|0|0|-1|||1|1|||||||0
2017|4b|31012|3|INSTITUTO CHILE ASIA PACIFICO|14|DE LOS RÍOS|1|VALDIVIA|1|VALDIVIA|3|2|3|1|41|43|252|227|-8|-26|-18|-35|0|-1|-1|-1|||||39|39|22|74.4|20.9|4.7|0
2017|4b|5880|7|ESCUELA EDUARDO FREI MONTALVA|9|DE LA ARAUCANÍA|2|CAUTÍN|3|PERQUENCO|2|1|2|1|53|51|248|243|-29|-31|-8|-5|-1|-1|-1|0|||||45.3|34|20.8|56.9|31.4|11.8|0
2017|4b|8536|7|ESCUELA REPUBLICA DE ISRAEL|13|METROPOLITANA DE SANTIAGO|1|SANTIAGO|1|SANTIAGO|2|1|3|1|58|57|272|262|-1|-14|2|0|0|-1|0|0|||||27.6|29.3|43.1|31.6|43.9|24.6|0
