agno	grado	rbd	dvrbd	nom_rbd	cod_reg_rbd	nom_reg_rbd	cod_pro_rbd	nom_pro_rbd	cod_com_rbd	nom_com_rbd	cod_deprov_rbd	nom_deprov_rbd	cod_depe1	cod_depe2	cod_grupo	cod_rural_rbd	nalu_lect4b_rbd	nalu_mate4b_rbd	prom_lect4b_rbd	prom_mate4b_rbd	dif_lect4b_rbd	dif_mate4b_rbd	difgru_lect4b_rbd	difgru_mate4b_rbd	sigdif_lect4b_rbd	sigdif_mate4b_rbd	siggru_lect4b_rbd	siggru_mate4b_rbd	marca_lect4b_rbd	marca_mate4b_rbd	marcadif_lect4b_rbd	marcadif_mate4b_rbd	palu_eda_ins_lect4b_rbd	palu_eda_ele_lect4b_rbd	palu_eda_ade_lect4b_rbd	palu_eda_ins_mate4b_rbd	palu_eda_ele_mate4b_rbd	palu_eda_ade_mate4b_rbd	noaplica	fecha_bbdd	codigo_bbdd
2018	4b	29	9	ESCUELA AMERICA	15	Región de Arica y Parinacota	151	ARICA	15101	Arica	151	ARICA	2	1	2	1	38	37	285	274	22	26	26	26	1	1	1	1					10.5	31.6	57.9	27	43.2	29.7	0	20190628	final20190628v1
2018	4b	31	0	ESCUELA DARIO SALAS DIAZ	15	Región de Arica y Parinacota	151	ARICA	15101	Arica	151	ARICA	2	1	1	2	41	41	252	248	-4	-7	1	11	0	0	0	1					43.9	22	34.1	46.3	46.3	7.3	0	20190628	final20190628v1
2018	4b	32	9	LICEO AGRICOLA JOSE ABELARDO NUNEZ M.	15	Región de Arica y Parinacota	151	ARICA	15101	Arica	151	ARICA	2	1	1	2	70	69	236	229	-10	-24	-15	-8	0	-1	-1	-1					47.1	40	12.9	60.9	33.3	5.8	0	20190628	final20190628v1
2018	4b	33	7	ESCUELA CARLOS CONDELL DE LA HAZA	15	Región de Arica y Parinacota	151	ARICA	15101	Arica	151	ARICA	2	1	1	2	17	18	310	303	56	12	59	66	1	0	1	1					11.8	17.6	70.6	0	38.9	61.1	0	20190628	final20190628v1
2018	4b	35	3	ESCUELA GRAL. MANUEL BAQUEDANO	15	Región de Arica y Parinacota	151	ARICA	15101	Arica	151	ARICA	2	1	2	2	14	14	272	240	-10	-32	13	-8	0	-1	1	0					21.4	42.9	35.7	42.9	57.1	0	0	20190628	final20190628v1
2018	4b	36	1	ESCUELA IGNACIO CARRERA PINTO	15	Región de Arica y Parinacota	151	ARICA	15101	Arica	151	ARICA	2	1	2	1	19	23	196	227	-45	-11	-63	-21	-1	0	-1	-1					84.2	15.8	0	65.2	26.1	8.7	0	20190628	final20190628v1
2018	4b	38	8	ESCUELA ESPAÑA	15	Región de Arica y Parinacota	151	ARICA	15101	Arica	151	ARICA	2	1	1	2	45	46	273	255	31	10	22	18	1	0	1	1					17.8	42.2	40	43.5	34.8	21.7	0	20190628	final20190628v1
2018	4b	39	6	ESCUELA PAMPA ALGODONAL	15	Región de Arica y Parinacota	151	ARICA	15101	Arica	151	ARICA	2	1	2	2	9	9	262	186	0	0	3	-62	0	0	0	-1			1	1							0	20190628	final20190628v1
2018	4b	41	8	ESCUELA VALLE DE CHACA	15	Región de Arica y Parinacota	151	ARICA	15101	Arica	151	ARICA	2	1	1	2	7	7	235	203	0	0	-16	-34	0	0	0	-1			1	1							0	20190628	final20190628v1
2018	4b	42	6	ESCUELA MOLINOS LLUTA	15	Región de Arica y Parinacota	151	ARICA	15101	Arica	151	ARICA	2	1	3	2	3	4	272	220	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	45	0	COLEGIO ITALIANO SANTA ANA	15	Región de Arica y Parinacota	151	ARICA	15101	Arica	151	ARICA	3	2	3	1	73	73	289	268	-15	-21	17	7	-1	-1	1	1					15.1	26	58.9	30.1	38.4	31.5	0	20190628	final20190628v1
2018	4b	50	7	COLEGIO ADVENTISTA DE ARICA	15	Región de Arica y Parinacota	151	ARICA	15101	Arica	151	ARICA	3	2	3	1	37	37	293	275	15	-6	21	14	1	0	1	1					13.5	21.6	64.9	21.6	56.8	21.6	0	20190628	final20190628v1
2018	4b	52	3	LICEO DOMINGO SANTA MARIA	15	Región de Arica y Parinacota	151	ARICA	15101	Arica	151	ARICA	3	2	3	1	191	190	326	307	-5	0	54	46	0	0	1	1					0.5	12	87.4	2.6	30	67.4	0	20190628	final20190628v1
2018	4b	56	6	COLEGIO SAN MARCOS DE ARICA	15	Región de Arica y Parinacota	151	ARICA	15101	Arica	151	ARICA	3	2	4	1	72	70	277	262	-29	-35	-9	-12	-1	-1	-1	-1					22.2	27.8	50	28.6	54.3	17.1	0	20190628	final20190628v1
2018	4b	59	0	COLEGIO SAN JORGE	15	Región de Arica y Parinacota	151	ARICA	15101	Arica	151	ARICA	4	3	5	1	40	40	292	299	-6	3	-11	2	0	0	-1	0					12.5	27.5	60	12.5	32.5	55	0	20190628	final20190628v1
2018	4b	60	4	COLEGIO ALEMAN DE ARICA	15	Región de Arica y Parinacota	151	ARICA	15101	Arica	151	ARICA	3	2	4	1	58	57	286	285	-17	-2	0	11	-1	0	0	1					15.5	20.7	63.8	17.5	45.6	36.8	0	20190628	final20190628v1
2018	4b	67	1	ABRAHAM LINCOLN SCHOOL	15	Región de Arica y Parinacota	151	ARICA	15101	Arica	151	ARICA	3	2	4	1	51	50	313	296	30	23	27	22	1	1	1	1					3.9	21.6	74.5	6	40	54	0	20190628	final20190628v1
2018	4b	69	8	JUNIOR COLLEGE	15	Región de Arica y Parinacota	151	ARICA	15101	Arica	151	ARICA	4	3	5	1	67	67	326	299	15	-6	23	2	1	0	1	0					3	6	91	3	46.3	50.7	0	20190628	final20190628v1
2018	4b	70	1	ESCUELA VALLE DE ESQUINA	15	Región de Arica y Parinacota	151	ARICA	15102	Camar	151	ARICA	2	1	4	2	1	1			0	0	0	0	0	0	0	0	1	1	1	1							0	20190628	final20190628v1
2018	4b	72	8	LICEO VALLE DE CODPA	15	Región de Arica y Parinacota	151	ARICA	15102	Camar	151	ARICA	2	1	4	2	8	5	201	162	0	0	-85	0	0	0	-1	0			1	1							0	20190628	final20190628v1
2018	4b	74	4	ESCUELA VALLE DE CAMARONES	15	Región de Arica y Parinacota	151	ARICA	15102	Camar	151	ARICA	2	1	2	2	1	1			0	0	0	0	0	0	0	0	1	1	1	1							0	20190628	final20190628v1
2018	4b	76	0	ESCUELA VALLE DE CUYA	15	Región de Arica y Parinacota	151	ARICA	15102	Camar	151	ARICA	2	1	2	2	2	2	250	190	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	78	7	LICEO GRANADEROS	15	Región de Arica y Parinacota	152	PARIN	15201	Putre	152	PARIN	2	1	2	2	12	12	284	299	29	75	25	51	1	1	1	1					33.3	16.7	50	8.3	25	66.7	0	20190628	final20190628v1
2018	4b	79	5	ESCUELA EL MARQUEZ	15	Región de Arica y Parinacota	152	PARIN	15201	Putre	152	PARIN	2	1	2	2	2	2	247	185	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	81	7	ESCUELA PAYACHATAS	15	Región de Arica y Parinacota	152	PARIN	15201	Putre	152	PARIN	2	1	3	2	1	1			0	0	0	0	0	0	0	0	1	1	1	1							0	20190628	final20190628v1
2018	4b	83	3	ESCUELA COTA COTANI	15	Región de Arica y Parinacota	152	PARIN	15201	Putre	152	PARIN	2	1	1	2	2	2	304	241	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	86	8	ESCUELA SAN SANTIAGO DE BELEN	15	Región de Arica y Parinacota	152	PARIN	15201	Putre	152	PARIN	2	1	3	2	1	1			0	0	0	0	0	0	0	0	1	1	1	1							0	20190628	final20190628v1
