agno	grado	rbd	dvrbd	nom_rbd	cod_reg_rbd	nom_reg_rbd	cod_pro_rbd	nom_pro_rbd	cod_com_rbd	nom_com_rbd	cod_deprov_rbd	nom_deprov_rbd	cod_depe1	cod_depe2	cod_grupo	cod_rural_rbd	nalu_lect4b_rbd	nalu_mate4b_rbd	prom_lect4b_rbd	prom_mate4b_rbd	dif_lect4b_rbd	dif_mate4b_rbd	difgru_lect4b_rbd	difgru_mate4b_rbd	sigdif_lect4b_rbd	sigdif_mate4b_rbd	siggru_lect4b_rbd	siggru_mate4b_rbd	marca_lect4b_rbd	marca_mate4b_rbd	marcadif_lect4b_rbd	marcadif_mate4b_rbd	palu_eda_ins_lect4b_rbd	palu_eda_ele_lect4b_rbd	palu_eda_ade_lect4b_rbd	palu_eda_ins_mate4b_rbd	palu_eda_ele_mate4b_rbd	palu_eda_ade_mate4b_rbd	noaplica	fecha_bbdd	codigo_bbdd
2018	4b	4092	4	ESCUELA BASICA LAS VERTIENTES	16	DE ÑUBLE	162	ITATA	16202	COBQU	161	DIGUI	2	1		2																							1	20190628	final20190628v1
2018	4b	4096	7	ESCUELA BASICA QUILE	16	Región de Ñuble	162	ITATA	16202	Cobqu	161	DIGUI	2	1	1	2	4	4	200	186	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	4097	5	ESCUELA BASICA LOS CORRALES	16	Región de Ñuble	162	ITATA	16202	Cobqu	161	DIGUI	2	1	2	2	1	1			0	0	0	0	0	0	0	0	1	1	1	1							0	20190628	final20190628v1
2018	4b	4101	7	ESCUELA BASICA PULLAY	16	Región de Ñuble	162	ITATA	16202	Cobqu	161	DIGUI	2	1	1	2	1	1			0	0	0	0	0	0	0	0	1	1	1	1							0	20190628	final20190628v1
2018	4b	4103	3	ESCUELA GRUMETE CORTES	16	Región de Ñuble	162	ITATA	16201	Quiri	161	DIGUI	2	1	2	1	56	60	299	299	13	7	40	51	1	0	1	1					8.9	26.8	64.3	10	28.3	61.7	0	20190628	final20190628v1
2018	4b	4104	1	ESCUELA NUEVA AMERICA	16	Región de Ñuble	162	ITATA	16201	Quiri	161	DIGUI	2	1	2	1	51	50	300	281	26	13	41	33	1	1	1	1					7.8	25.5	66.7	20	42	38	0	20190628	final20190628v1
2018	4b	4107	6	ESCUELA BASICA SANTA CAROLINA	16	Región de Ñuble	162	ITATA	16201	Quiri	161	DIGUI	2	1	2	2	2	2	213	197	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	4112	2	ESCUELA BASICA SANTA ELENA	16	Región de Ñuble	162	ITATA	16201	Quiri	161	DIGUI	2	1	1	2	1	1			0	0	0	0	0	0	0	0	1	1	1	1							0	20190628	final20190628v1
2018	4b	4125	4	ESCUELA ROSARIO CHACON BARRIOS	16	Región de Ñuble	162	ITATA	16204	Ninhu	161	DIGUI	2	1	1	2	3	3	331	275	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	4128	9	ESCUELA BASICA DE RELOCA	16	Región de Ñuble	162	ITATA	16204	Ninhu	161	DIGUI	2	1	1	2	3	3	296	307	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	4130	0	ESCUELA BASICA EL RINCON	16	Región de Ñuble	162	ITATA	16204	Ninhu	161	DIGUI	2	1	1	2	3	3	315	288	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	4134	3	ESCUELA BASICA TALHUAN	16	Región de Ñuble	162	ITATA	16204	Ninhu	161	DIGUI	2	1	1	2	6	6	311	326	0	0	60	89	0	0	1	1			1	1							0	20190628	final20190628v1
2018	4b	4139	4	ESCUELA PARTICULAR ADVENTISTA QUIRAO	16	Región de Ñuble	162	ITATA	16204	Ninhu	161	DIGUI	3	2	2	2	8	8	273	214	-3	-52	14	-34	0	-1	0	-1											0	20190628	final20190628v1
2018	4b	4141	6	LICEO TÉCNICO PUENTE ÑUBLE	16	Región de Ñuble	163	PUNIL	16305	San N	161	DIGUI	2	1	2	2	23	25	269	256	14	14	10	8	0	0	1	1					34.8	30.4	34.8	36	44	20	0	20190628	final20190628v1
2018	4b	4142	4	ESCUELA LA MERCED	16	Región de Ñuble	163	PUNIL	16301	San C	161	DIGUI	2	1	1	2	6	6	261	244	0	0	10	7	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	4146	7	ESCUELA BASICA LA LOMA	16	Región de Ñuble	163	PUNIL	16305	San N	161	DIGUI	2	1	2	2	17	17	302	304	1	22	43	56	0	1	1	1					5.9	23.5	70.6	11.8	17.6	70.6	0	20190628	final20190628v1
2018	4b	4148	3	ESCUELA BASICA PENA SANTA ROSA	16	Región de Ñuble	163	PUNIL	16305	San N	161	DIGUI	2	1	1	2	2	2	251	178	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	4150	5	ESCUELA BASICA PIEDRA LISA	16	Región de Ñuble	163	PUNIL	16305	San N	161	DIGUI	2	1	1	2	4	3	289	301	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	4154	8	ESCUELA BASICA LAJUELAS	16	Región de Ñuble	163	PUNIL	16305	San N	161	DIGUI	2	1	2	2	4	4	303	249	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	4155	6	ESCUELA BASICA DADINCO	16	Región de Ñuble	163	PUNIL	16305	San N	161	DIGUI	2	1		2																							1	20190628	final20190628v1
2018	4b	4158	0	ESCUELA BASICA MONTELEON	16	Región de Ñuble	163	PUNIL	16305	San N	161	DIGUI	2	1	1	2	10	10	254	245	0	-21	3	8	0	0	0	0			3		30	50	20	50	40	10	0	20190628	final20190628v1
2018	4b	4160	2	LICEO COMERCIAL CAMILO HENRIQUEZ	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	3	2	2	1	58	57	275	295	4	38	16	47	0	1	1	1					20.7	43.1	36.2	5.3	45.6	49.1	0	20190628	final20190628v1
2018	4b	4168	8	ESCUELA GENERAL BERNARDO O HIGGINS	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	1	16	18	271	282	11	13	12	34	0	0	1	1					37.5	18.8	43.8	11.1	50	38.9	0	20190628	final20190628v1
2018	4b	4169	6	ESCUELA ESPANA	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	3	1	100	100	268	260	8	2	-4	-1	0	0	0	0					30	27	43	32	52	16	0	20190628	final20190628v1
2018	4b	4171	8	ESCUELA COLONIA ARABE	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	1	19	19	251	246	7	-10	-8	-2	0	0	0	0					52.6	15.8	31.6	42.1	36.8	21.1	0	20190628	final20190628v1
2018	4b	4172	6	ESCUELA GENERAL JOSE DE SAN MARTIN	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	1	43	45	296	278	46	45	37	30	1	1	1	1					11.6	25.6	62.8	26.7	40	33.3	0	20190628	final20190628v1
2018	4b	4173	4	ESCUELA BLANCO ENCALADA	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	1	58	56	241	238	-26	-27	-18	-10	-1	-1	-1	-1					55.2	19	25.9	55.4	32.1	12.5	0	20190628	final20190628v1
2018	4b	4174	2	ESCUELA HOGAR NIEVES VASQUEZ PALACIOS	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	1	47	45	249	252	-13	-19	-10	4	0	-1	-1	0					46.8	31.9	21.3	48.9	40	11.1	0	20190628	final20190628v1
2018	4b	4175	0	ESCUELA THOMAS JEFFERSON	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	1	69	69	263	246	10	-6	4	-2	0	0	0	0					30.4	36.2	33.3	52.2	31.9	15.9	0	20190628	final20190628v1
2018	4b	4176	9	ESCUELA JOSE MANSO DE VELASCO	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	3	1	108	108	271	268	-4	-1	-1	7	0	0	0	1					27.8	25.9	46.3	30.6	47.2	22.2	0	20190628	final20190628v1
2018	4b	4177	7	ESCUELA CLARA REBOLLEDO DE GODOY	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	1	9	9	254	241	-23	9	-5	-7	0	0	0	0											0	20190628	final20190628v1
2018	4b	4179	3	ESCUELA PEDRO RUIZ ALDEA	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	1	76	76	253	254	-32	-26	-6	6	-1	-1	-1	1					40.8	25	34.2	40.8	46.1	13.2	0	20190628	final20190628v1
2018	4b	4180	7	ESCUELA ARTURO ALESSANDRI PALMA	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	1	46	44	254	246	-2	-8	-5	-2	0	0	0	0					39.1	30.4	30.4	47.7	38.6	13.6	0	20190628	final20190628v1
2018	4b	4181	5	ESCUELA BASICA REPUBLICA DE ISRAEL	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	1	24	24	267	248	-4	-10	8	0	0	0	1	0					33.3	25	41.7	54.2	29.2	16.7	0	20190628	final20190628v1
2018	4b	4183	1	ESCUELA BASICA 21 DE MAYO	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	1	1	15	14	256	248	-32	-4	5	11	-1	0	0	1					33.3	33.3	33.3	35.7	64.3	0	0	20190628	final20190628v1
2018	4b	4185	8	ESCUELA ISLA DE LAJA	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	1	1	46	46	239	233	-9	-7	-12	-4	0	0	-1	0					50	28.3	21.7	60.9	32.6	6.5	0	20190628	final20190628v1
2018	4b	4186	6	ESCUELA BASICA REPUBLICA DE ALEMANIA	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	1	26	25	258	254	15	15	-1	6	0	0	0	0					34.6	34.6	30.8	32	52	16	0	20190628	final20190628v1
2018	4b	4188	2	ESCUELA REPUBLICA DE GRECIA	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	1	1	9	9	176	193	0	0	-75	-44	0	0	-1	-1			1	1							0	20190628	final20190628v1
2018	4b	4189	0	ESCUELA BASICA 11 DE SEPTIEMBRE	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	1	1	13	13	292	282	35	35	41	45	1	1	1	1					7.7	23.1	69.2	23.1	38.5	38.5	0	20190628	final20190628v1
2018	4b	4190	4	LICEO SANTA FE	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	2	53	55	261	226	5	-1	2	-22	0	0	0	-1					34	35.8	30.2	72.7	20	7.3	0	20190628	final20190628v1
2018	4b	4191	2	ESCUELA BASICA SANTA CLARA DE CHACAYAL	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	1	2	20	19	280	257	37	-15	29	20	1	0	1	1					30	15	55	42.1	36.8	21.1	0	20190628	final20190628v1
2018	4b	4193	9	ESCUELA BASICA LOS MOLINOS	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	2	2	2	270	268	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	4194	7	ESCUELA BASICA LA QUEBRADA	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	1	2	6	6	254	236	-13	-14	3	-1	0	0	0	0											0	20190628	final20190628v1
2018	4b	4195	5	LICEO AGROINDUSTRIAL LLANO BLANCO	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	1	2	21	21	273	252	7	1	22	15	0	0	1	1					19	42.9	38.1	52.4	33.3	14.3	0	20190628	final20190628v1
2018	4b	4197	1	ESCUELA CORONEL GUILLERMO MARIN CARMONA	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	1	2	13	10	267	231	-2	-20	16	-6	0	0	1	0					23.1	30.8	46.2	60	40	0	0	20190628	final20190628v1
2018	4b	4199	8	ESCUELA BASICA LA AGUADA DE CUEL	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	2	17	17	287	260	51	36	28	12	1	1	1	1					17.6	17.6	64.7	29.4	52.9	17.6	0	20190628	final20190628v1
2018	4b	4200	5	ESCUELA BASICA VIRQUENCO	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	2	23	24	249	249	-9	-2	-10	1	0	0	0	0					47.8	26.1	26.1	41.7	50	8.3	0	20190628	final20190628v1
2018	4b	4201	3	ESCUELA BÁSICA HITILHUE	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	2	12	13	301	287	50	18	42	39	1	0	1	1					16.7	16.7	66.7	23.1	23.1	53.8	0	20190628	final20190628v1
2018	4b	4204	8	ESCUELA BASICA MILLANTU	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	2	19	19	268	261	54	41	9	13	1	1	0	1					42.1	15.8	42.1	36.8	52.6	10.5	0	20190628	final20190628v1
2018	4b	4205	6	ESCUELA DIEGO PORTALES PALAZUELOS	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	1	2	40	38	238	225	-2	-8	-13	-12	0	0	-1	-1					52.5	32.5	15	68.4	28.9	2.6	0	20190628	final20190628v1
2018	4b	4207	2	ESCUELA BÁSICA LA RINCONADA DEL SALTO	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	2	13	14	266	278	20	47	7	30	0	1	0	1					38.5	30.8	30.8	28.6	21.4	50	0	20190628	final20190628v1
2018	4b	4210	2	ESCUELA BASICA COYANCO	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	2	6	6	234	209	0	0	-25	-39	0	0	-1	-1			1	1							0	20190628	final20190628v1
2018	4b	4212	9	ESCUELA BASICA LAS QUINTAS	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	2	7	7	305	279	34	17	46	31	1	0	1	1											0	20190628	final20190628v1
2018	4b	4216	1	ESCUELA BASICA EL CHEQUEN	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	1	2	1	1			0	0	0	0	0	0	0	0	1	1	1	1							0	20190628	final20190628v1
2018	4b	4221	8	ESCUELA BASICA LA CAPILLA	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	2	9	9	243	246	0	0	-16	-2	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	4228	5	ESCUELA BASICA LA MANCHA	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	1	2	2	2	272	214	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	4231	5	ESCUELA BASICA LA LEYENDA	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	1	2	12	12	238	240	-49	-19	-13	3	-1	0	0	0					50	33.3	16.7	58.3	33.3	8.3	0	20190628	final20190628v1
2018	4b	4235	8	ESCUELA BASICA EL AMANECER DE DUQUECO	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	1	2	18	19	273	248	29	8	22	11	1	0	1	1					33.3	22.2	44.4	47.4	42.1	10.5	0	20190628	final20190628v1
2018	4b	4241	2	ESCUELA TENIENTE IGNACIO SERRANO	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	2	2	3	4	281	230	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	4254	4	ESCUELA PUENTE PERALES	8	Región del Biobío	83	BIOBÍ	8304	Laja	82	BIO B	2	1	1	2	13	13	288	292	12	27	37	55	0	1	1	1					23.1	23.1	53.8	7.7	53.8	38.5	0	20190628	final20190628v1
2018	4b	4255	2	ESCUELA BASICA EL NOGAL.	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	2	1	1	2	17	17	238	240	7	-13	-13	3	0	0	-1	0					47.1	41.2	11.8	58.8	35.3	5.9	0	20190628	final20190628v1
2018	4b	4258	7	ESCUELA SANTA MARÍA DE LOS ÁNGELES	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	3	2	2	1	26	25	250	239	14	14	-9	-9	0	0	-1	-1					53.8	15.4	30.8	64	32	4	0	20190628	final20190628v1
2018	4b	4259	5	COLEGIO SAN NICOLÁS	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	3	2	2	1	44	43	280	284	-12	5	21	36	0	0	1	1					22.7	29.5	47.7	23.3	39.5	37.2	0	20190628	final20190628v1
2018	4b	4262	5	COLEGIO PARTICULAR MARTA BRUNET	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	3	2	2	1	57	61	269	260	11	-15	10	12	0	-1	1	1					21.1	40.4	38.6	29.5	39.3	31.1	0	20190628	final20190628v1
2018	4b	4266	8	COLEGIO LOS ANGELES	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	3	2	2	1	70	69	266	265	6	-8	7	17	0	0	1	1					31.4	30	38.6	30.4	43.5	26.1	0	20190628	final20190628v1
2018	4b	4268	4	ESCUELA PARTICULAR ADVENTISTA	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	3	2	3	1	42	42	313	283	26	16	41	22	1	1	1	1					7.1	7.1	85.7	11.9	52.4	35.7	0	20190628	final20190628v1
2018	4b	4269	2	COLEGIO HISPANOAMERICANO	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	3	2	2	1	69	69	281	287	-6	-5	22	39	0	0	1	1					18.8	29	52.2	8.7	50.7	40.6	0	20190628	final20190628v1
2018	4b	4270	6	LICEO PARTICULAR CARLOS CONDELL	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	3	2	1	1	12	12	247	238	2	-11	-4	1	0	0	0	0					50	25	25	50	41.7	8.3	0	20190628	final20190628v1
2018	4b	4272	2	ESCUELA PARTICULAR DIEGO DE ALMAGRO	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	3	2	1	1	11	11	271	255	34	16	20	18	1	0	1	1					36.4	18.2	45.5	36.4	54.5	9.1	0	20190628	final20190628v1
2018	4b	4275	7	ESCUELA PARTICULAR LA VICTORIA	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	3	2	2	2	39	39	259	236	15	-19	0	-12	1	-1	0	-1					38.5	23.1	38.5	64.1	25.6	10.3	0	20190628	final20190628v1
2018	4b	4277	3	CENTRO EDUCACIÓN ADVENTISTA LOS ÁNGELES	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	3	2	2	2	83	84	275	260	14	14	16	12	1	1	1	1					31.3	16.9	51.8	32.1	54.8	13.1	0	20190628	final20190628v1
2018	4b	4280	3	ESCUELA PARTICULAR SAN JOSÉ	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	3	2	1	2	19	19	237	199	-5	-30	-14	-38	0	-1	-1	-1					47.4	31.6	21.1	78.9	21.1	0	0	20190628	final20190628v1
2018	4b	4281	1	ESCUELA PARTICULAR RURAL LOS COPIHUES	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	3	2	1	2	6	5	187	208	-63	0	-64	0	-1	0	-1	0				1							0	20190628	final20190628v1
2018	4b	4285	4	LICEO ALEMAN DEL VERBO DIVINO	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	4	3	5	1	75	74	295	277	-7	-21	-8	-20	0	-1	-1	-1					14.7	21.3	64	17.6	48.6	33.8	0	20190628	final20190628v1
2018	4b	4286	2	COLEGIO ALEMAN LOS ANGELES	8	Región del Biobío	83	BIOBÍ	8301	Los Á	82	BIO B	4	3	5	1	56	56	308	278	10	-14	5	-19	0	-1	0	-1					3.6	23.2	73.2	17.9	48.2	33.9	0	20190628	final20190628v1
2018	4b	4290	0	ESCUELA CHARRUA	8	Región del Biobío	83	BIOBÍ	8303	Cabre	82	BIO B	2	1	1	2	10	11	305	302	36	7	54	65	1	0	1	1					0	10	90	0	36.4	63.6	0	20190628	final20190628v1
2018	4b	4292	7	ESCUELA SALTO EL LAJA	8	Región del Biobío	83	BIOBÍ	8303	Cabre	82	BIO B	2	1	2	2	23	24	300	298	1	20	41	50	0	1	1	1					13	21.7	65.2	4.2	41.7	54.2	0	20190628	final20190628v1
2018	4b	4297	8	ESCUELA LAS OBRAS	8	Región del Biobío	83	BIOBÍ	8303	Cabre	82	BIO B	2	1	1	2	5	5	192	218	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	4298	6	ESCUELA EL MANZANO	8	Región del Biobío	83	BIOBÍ	8303	Cabre	82	BIO B	2	1	4	2	1	1			0	0	0	0	0	0	0	0	1	1	1	1							0	20190628	final20190628v1
2018	4b	4299	4	ESCUELA EL PARAISO	8	Región del Biobío	83	BIOBÍ	8303	Cabre	82	BIO B	2	1	2	2	2	2	252	220	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	4302	8	ESCUELA COLICHEU	8	Región del Biobío	83	BIOBÍ	8303	Cabre	82	BIO B	2	1	2	2	3	3	274	246	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	4303	6	ESCUELA LOS CAULLES	8	Región del Biobío	83	BIOBÍ	8303	Cabre	82	BIO B	2	1	1	2	1	1			0	0	0	0	0	0	0	0	1	1	1	1							0	20190628	final20190628v1
2018	4b	4304	4	ESCUELA LOS LEONES	8	Región del Biobío	83	BIOBÍ	8303	Cabre	82	BIO B	2	1	2	2	1	1			0	0	0	0	0	0	0	0	1	1	1	1							0	20190628	final20190628v1
2018	4b	4305	2	HACIENDA MONTE ÁGUILA	8	Región del Biobío	83	BIOBÍ	8303	Cabre	82	BIO B	2	1	1	2	1	1			0	0	0	0	0	0	0	0	1	1	1	1							0	20190628	final20190628v1
2018	4b	4306	0	ESCUELA EL PROGRESO	8	Región del Biobío	83	BIOBÍ	8303	Cabre	82	BIO B	2	1	1	2	2	2	256	240	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	4307	9	COLEGIO SAN JOSE	8	Región del Biobío	83	BIOBÍ	8303	Cabre	82	BIO B	3	2	3	1	85	86	261	250	-8	-21	-11	-11	0	-1	-1	-1					37.6	25.9	36.5	45.3	40.7	14	0	20190628	final20190628v1
2018	4b	4308	7	COLEGIO ABEL INOSTROZA GUTIERREZ	8	Región del Biobío	83	BIOBÍ	8303	Cabre	82	BIO B	3	2	3	1	24	27	290	267	-3	-16	18	6	0	-1	1	0					12.5	33.3	54.2	22.2	51.9	25.9	0	20190628	final20190628v1
2018	4b	4310	9	LICEO TUCAPEL	8	Región del Biobío	83	BIOBÍ	8312	Tucap	82	BIO B	2	1	2	1	32	32	243	248	-34	-23	-16	0	-1	-1	-1	0					46.9	31.3	21.9	43.8	50	6.3	0	20190628	final20190628v1
2018	4b	4311	7	ESCUELA LOS AVELLANOS	8	Región del Biobío	83	BIOBÍ	8312	Tucap	82	BIO B	2	1	1	2	8	8	227	244	-39	-16	-24	7	-1	0	-1	0											0	20190628	final20190628v1
2018	4b	4312	5	ESCUELA ALEJANDRO PEREZ URBANO	8	Región del Biobío	83	BIOBÍ	8312	Tucap	82	BIO B	2	1	2	2	15	15	235	250	-4	11	-24	2	0	0	-1	0					73.3	13.3	13.3	46.7	46.7	6.7	0	20190628	final20190628v1
2018	4b	4316	8	ESCUELA LA OBRA	8	Región del Biobío	83	BIOBÍ	8312	Tucap	82	BIO B	2	1	1	2	1	1			0	0	0	0	0	0	0	0	1	1	1	1							0	20190628	final20190628v1
2018	4b	4317	6	ESCUELA LOS AROMOS	8	Región del Biobío	83	BIOBÍ	8312	Tucap	82	BIO B	2	1	1	2	4	4	297	198	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	4320	6	ESCUELA LAS ASTAS	8	DEL BIOBÍO	83	BIOBÍ	8312	TUCAP	82	BIO B	2	1		2																							1	20190628	final20190628v1
2018	4b	4321	4	ESCUELA LOMAS DE TUCAPEL	8	Región del Biobío	83	BIOBÍ	8312	Tucap	82	BIO B	2	1	2	2	4	4	258	258	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	4322	2	ESCUELA MANIHUAL	8	Región del Biobío	83	BIOBÍ	8312	Tucap	82	BIO B	2	1	1	2	2	2	192	185	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	4324	9	LICEO DOCTOR VÍCTOR RÍOS RUIZ	8	Región del Biobío	83	BIOBÍ	8302	Antuc	82	BIO B	2	1	2	1	25	25	241	231	-52	-52	-18	-17	-1	-1	-1	-1					44	32	24	56	40	4	0	20190628	final20190628v1
2018	4b	4327	3	ESCUELA VOLCAN ANTUCO	8	DEL BIOBÍO	83	BIOBÍ	8302	ANTUC	82	BIO B	2	1		2																							2	20190628	final20190628v1
2018	4b	4328	1	ESCUELA BASICA CERRO PILQUE	8	Región del Biobío	83	BIOBÍ	8302	Antuc	82	BIO B	2	1	2	2	6	6	332	266	0	0	73	18	0	0	1	0			3	3							0	20190628	final20190628v1
2018	4b	4331	1	LICEO FRANCISCO BASCUNAN GUERRERO	8	Región del Biobío	83	BIOBÍ	8309	Quill	82	BIO B	2	1	2	1	34	34	244	219	-26	-38	-15	-29	-1	-1	-1	-1					50	26.5	23.5	73.5	20.6	5.9	0	20190628	final20190628v1
2018	4b	4333	8	LICEO ISABEL RIQUELME	8	Región del Biobío	83	BIOBÍ	8309	Quill	82	BIO B	2	1	2	1	23	23	253	244	-12	41	-6	-4	0	1	0	0					43.5	30.4	26.1	39.1	56.5	4.3	0	20190628	final20190628v1
2018	4b	4334	6	ESCUELA BASICA VILLA MERCEDES	8	Región del Biobío	83	BIOBÍ	8309	Quill	82	BIO B	2	1	2	1	19	19	218	219	-4	14	-41	-29	0	0	-1	-1					78.9	15.8	5.3	68.4	31.6	0	0	20190628	final20190628v1
2018	4b	4337	0	ESCUELA BASICA LA HOYADA	8	Región del Biobío	83	BIOBÍ	8309	Quill	82	BIO B	2	1		2																							1	20190628	final20190628v1
2018	4b	4338	9	ESCUELA BASICA CANICURA	8	Región del Biobío	83	BIOBÍ	8309	Quill	82	BIO B	2	1		2																							2	20190628	final20190628v1
2018	4b	4339	7	ESCUELA BASICA CENTINELA	8	Región del Biobío	83	BIOBÍ	8309	Quill	82	BIO B	2	1	1	2	1	1			0	0	0	0	0	0	0	0	1	1	1	1							0	20190628	final20190628v1
2018	4b	4340	0	ESCUELA PROFESORA ALBERTINA SÁNCHEZ VAL	8	Región del Biobío	83	BIOBÍ	8309	Quill	82	BIO B	2	1	1	2	1	1			0	0	0	0	0	0	0	0	1	1	1	1							0	20190628	final20190628v1
2018	4b	4342	7	ESCUELA ERMINDA GOMEZ DE POLIC.	8	Región del Biobío	83	BIOBÍ	8309	Quill	82	BIO B	2	1	1	2	5	5	294	246	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
2018	4b	4345	1	ESCUELA BASICA RIO PARDO	8	Región del Biobío	83	BIOBÍ	8309	Quill	82	BIO B	2	1	1	2	1	1			0	0	0	0	0	0	0	0	1	1	1	1							0	20190628	final20190628v1
2018	4b	4347	8	ESCUELA BLANCA ESTRELLA	8	Región del Biobío	83	BIOBÍ	8309	Quill	82	BIO B	2	1	1	2	1	1			0	0	0	0	0	0	0	0	1	1	1	1							0	20190628	final20190628v1
2018	4b	4348	6	ESCUELA BASICA EL ESFUERZO	8	Región del Biobío	83	BIOBÍ	8309	Quill	82	BIO B	2	1	1	2	5	5	178	243	0	0	0	0	0	0	0	0			1	1							0	20190628	final20190628v1
